This is a job step 14


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 14 clusters

Given    Inferred Clusters                                                                                    Number of
 Pop       1      2      3      4      5      6      7      8      9     10     11     12     13     14      Individuals
 51:     0.046  0.066  0.026  0.249  0.028  0.204  0.057  0.051  0.064  0.024  0.044  0.005  0.106  0.029       42
 52:     0.060  0.041  0.054  0.170  0.020  0.018  0.030  0.037  0.375  0.036  0.009  0.050  0.071  0.027       50
 53:     0.029  0.073  0.411  0.090  0.061  0.035  0.016  0.044  0.044  0.045  0.017  0.012  0.068  0.055       50
 54:     0.060  0.130  0.177  0.152  0.170  0.117  0.016  0.026  0.029  0.047  0.015  0.015  0.043  0.004       44
 55:     0.049  0.062  0.169  0.140  0.130  0.072  0.032  0.021  0.080  0.058  0.012  0.044  0.077  0.055       50
 56:     0.008  0.009  0.842  0.013  0.004  0.015  0.002  0.015  0.022  0.006  0.020  0.011  0.007  0.026       30
 57:     0.051  0.091  0.019  0.185  0.084  0.077  0.017  0.053  0.075  0.102  0.027  0.034  0.131  0.055       50
 58:     0.043  0.096  0.195  0.065  0.098  0.060  0.019  0.038  0.060  0.047  0.024  0.088  0.116  0.051       50
 59:     0.024  0.116  0.143  0.090  0.102  0.043  0.026  0.013  0.153  0.076  0.039  0.045  0.068  0.061       33
 60:     0.163  0.186  0.137  0.085  0.000  0.000  0.005  0.024  0.100  0.031  0.003  0.118  0.134  0.014        9
 61:     0.055  0.065  0.124  0.255  0.098  0.092  0.008  0.017  0.036  0.070  0.022  0.016  0.124  0.018       50
 62:     0.015  0.067  0.277  0.336  0.028  0.012  0.020  0.009  0.027  0.082  0.026  0.022  0.074  0.004       32
 63:     0.022  0.066  0.218  0.136  0.101  0.083  0.025  0.019  0.016  0.062  0.020  0.097  0.095  0.041       50
 64:     0.032  0.127  0.416  0.018  0.054  0.021  0.016  0.039  0.111  0.056  0.022  0.022  0.017  0.048       50
 65:     0.017  0.015  0.809  0.023  0.010  0.007  0.031  0.010  0.015  0.017  0.016  0.006  0.011  0.014       29
 66:     0.021  0.097  0.111  0.159  0.143  0.111  0.039  0.032  0.138  0.034  0.011  0.045  0.042  0.017       50
 67:     0.025  0.098  0.327  0.061  0.010  0.047  0.012  0.042  0.061  0.078  0.032  0.052  0.135  0.018       31
 68:     0.033  0.151  0.173  0.103  0.047  0.054  0.046  0.015  0.188  0.042  0.014  0.053  0.057  0.025       27
 69:     0.031  0.087  0.129  0.220  0.188  0.054  0.011  0.029  0.008  0.082  0.006  0.051  0.068  0.037       20
 70:     0.038  0.097  0.186  0.146  0.111  0.099  0.007  0.050  0.040  0.078  0.017  0.027  0.078  0.027       50
 71:     0.096  0.022  0.094  0.140  0.026  0.021  0.040  0.013  0.231  0.100  0.006  0.063  0.118  0.030       50
 72:     0.011  0.053  0.451  0.060  0.031  0.069  0.024  0.035  0.009  0.039  0.013  0.068  0.098  0.038       37
 73:     0.029  0.016  0.018  0.050  0.053  0.049  0.480  0.051  0.037  0.027  0.021  0.041  0.076  0.054       81
 74:     0.466  0.029  0.066  0.026  0.028  0.026  0.043  0.069  0.024  0.009  0.032  0.050  0.051  0.080       50
 75:     0.065  0.044  0.065  0.054  0.037  0.056  0.016  0.085  0.037  0.110  0.024  0.188  0.094  0.126       50
 76:     0.163  0.051  0.020  0.047  0.028  0.042  0.047  0.141  0.115  0.061  0.024  0.085  0.026  0.150       89
 77:     0.040  0.027  0.028  0.051  0.021  0.030  0.016  0.033  0.026  0.066  0.023  0.569  0.027  0.040      100
 78:     0.077  0.056  0.026  0.041  0.027  0.036  0.489  0.043  0.031  0.028  0.020  0.044  0.018  0.065       94
 79:     0.028  0.021  0.027  0.040  0.011  0.017  0.044  0.031  0.046  0.041  0.014  0.609  0.050  0.022      100
 80:     0.417  0.045  0.045  0.041  0.010  0.039  0.015  0.107  0.034  0.014  0.018  0.078  0.045  0.093       50
 81:     0.268  0.036  0.021  0.024  0.045  0.023  0.029  0.090  0.051  0.061  0.033  0.126  0.124  0.069      100
 82:     0.083  0.067  0.091  0.087  0.058  0.070  0.035  0.069  0.037  0.092  0.018  0.109  0.058  0.127       98
 83:     0.014  0.027  0.020  0.009  0.020  0.018  0.012  0.022  0.014  0.016  0.015  0.038  0.008  0.766       50
 84:     0.031  0.020  0.020  0.009  0.009  0.024  0.725  0.041  0.030  0.008  0.018  0.022  0.023  0.019       99
 85:     0.053  0.110  0.030  0.060  0.045  0.101  0.038  0.077  0.109  0.071  0.026  0.117  0.050  0.113       99
 86:     0.052  0.024  0.017  0.017  0.029  0.034  0.020  0.579  0.020  0.026  0.010  0.081  0.055  0.037      100
 87:     0.080  0.031  0.033  0.008  0.011  0.042  0.020  0.504  0.027  0.023  0.064  0.045  0.053  0.058      100
 88:     0.477  0.024  0.029  0.033  0.030  0.026  0.012  0.037  0.029  0.033  0.019  0.077  0.041  0.133      100
 89:     0.113  0.046  0.046  0.057  0.060  0.101  0.040  0.069  0.055  0.110  0.051  0.102  0.055  0.096       99
 90:     0.293  0.014  0.024  0.033  0.055  0.013  0.060  0.101  0.063  0.038  0.021  0.152  0.096  0.039       48
 91:     0.050  0.031  0.010  0.153  0.024  0.054  0.452  0.050  0.016  0.005  0.001  0.067  0.063  0.025       28
 92:     0.539  0.050  0.016  0.022  0.027  0.046  0.038  0.014  0.022  0.010  0.062  0.113  0.017  0.025       50
 93:     0.619  0.018  0.033  0.024  0.025  0.024  0.060  0.048  0.023  0.032  0.013  0.030  0.016  0.034      100
 94:     0.458  0.033  0.054  0.060  0.023  0.031  0.038  0.077  0.034  0.009  0.005  0.052  0.013  0.111       50
 95:     0.035  0.038  0.039  0.051  0.024  0.141  0.423  0.011  0.047  0.021  0.042  0.050  0.069  0.011       41
 96:     0.241  0.066  0.055  0.033  0.042  0.052  0.062  0.082  0.059  0.059  0.016  0.072  0.045  0.117       81
 97:     0.393  0.045  0.003  0.050  0.047  0.020  0.043  0.082  0.025  0.078  0.029  0.044  0.034  0.108       50
 98:     0.041  0.023  0.056  0.018  0.032  0.031  0.028  0.044  0.044  0.061  0.022  0.048  0.042  0.510      100
 99:     0.103  0.056  0.072  0.059  0.106  0.037  0.039  0.060  0.078  0.053  0.023  0.076  0.031  0.208       89
100:     0.053  0.080  0.044  0.023  0.021  0.088  0.031  0.066  0.027  0.286  0.032  0.090  0.045  0.114       98
101:     0.112  0.035  0.043  0.025  0.062  0.079  0.077  0.093  0.031  0.083  0.032  0.220  0.073  0.035      100
102:     0.007  0.010  0.015  0.009  0.010  0.002  0.005  0.003  0.007  0.011  0.897  0.002  0.012  0.007       95
103:     0.052  0.081  0.034  0.077  0.025  0.092  0.036  0.064  0.047  0.066  0.005  0.107  0.061  0.253       50
104:     0.170  0.031  0.017  0.030  0.021  0.027  0.037  0.350  0.019  0.036  0.017  0.095  0.054  0.095       70
105:     0.068  0.024  0.015  0.048  0.030  0.090  0.481  0.035  0.036  0.018  0.032  0.074  0.022  0.027      100
106:     0.379  0.022  0.038  0.040  0.021  0.024  0.054  0.079  0.028  0.090  0.011  0.117  0.010  0.085       50
107:     0.033  0.018  0.035  0.010  0.017  0.034  0.021  0.630  0.022  0.043  0.027  0.047  0.023  0.038      100
108:     0.008  0.046  0.006  0.015  0.013  0.007  0.021  0.020  0.058  0.018  0.006  0.035  0.027  0.718       50
109:     0.116  0.072  0.092  0.129  0.063  0.036  0.051  0.058  0.070  0.024  0.016  0.132  0.070  0.072      100
110:     0.040  0.036  0.015  0.042  0.020  0.081  0.543  0.030  0.038  0.026  0.020  0.047  0.050  0.010       41
111:     0.076  0.023  0.027  0.062  0.030  0.092  0.381  0.029  0.028  0.025  0.022  0.083  0.061  0.061      100
112:     0.113  0.052  0.049  0.064  0.021  0.014  0.023  0.045  0.076  0.038  0.020  0.121  0.015  0.348       50
113:     0.034  0.017  0.035  0.033  0.010  0.018  0.014  0.586  0.026  0.016  0.021  0.051  0.026  0.115       97
114:     0.077  0.052  0.034  0.046  0.052  0.124  0.367  0.043  0.030  0.033  0.023  0.068  0.020  0.031      100
115:     0.452  0.036  0.022  0.019  0.042  0.017  0.077  0.057  0.073  0.020  0.027  0.041  0.066  0.050       49
116:     0.344  0.036  0.043  0.046  0.033  0.038  0.048  0.120  0.063  0.039  0.023  0.057  0.034  0.075      100
117:     0.079  0.069  0.022  0.070  0.049  0.056  0.089  0.103  0.084  0.057  0.015  0.154  0.024  0.128       50
118:     0.111  0.031  0.029  0.043  0.040  0.047  0.044  0.047  0.018  0.031  0.007  0.137  0.024  0.390      100
119:     0.149  0.061  0.047  0.036  0.048  0.062  0.052  0.097  0.069  0.097  0.037  0.058  0.064  0.124       90
120:     0.041  0.071  0.073  0.217  0.086  0.049  0.065  0.043  0.057  0.064  0.026  0.079  0.076  0.054       70
121:     0.018  0.056  0.018  0.012  0.013  0.014  0.012  0.023  0.023  0.705  0.018  0.023  0.030  0.034       82
122:     0.011  0.045  0.028  0.011  0.016  0.803  0.013  0.010  0.012  0.009  0.016  0.006  0.018  0.002       66
123:     0.072  0.005  0.008  0.013  0.012  0.006  0.010  0.002  0.009  0.784  0.024  0.006  0.049  0.001       28
124:     0.007  0.028  0.024  0.050  0.706  0.033  0.016  0.017  0.034  0.025  0.003  0.020  0.031  0.005       44
125:     0.023  0.011  0.037  0.053  0.642  0.052  0.021  0.017  0.025  0.038  0.008  0.027  0.022  0.025       60
126:     0.014  0.024  0.014  0.035  0.677  0.081  0.012  0.017  0.009  0.020  0.011  0.037  0.027  0.023       83
127:     0.017  0.036  0.013  0.008  0.666  0.023  0.006  0.019  0.017  0.065  0.021  0.017  0.044  0.048       49
128:     0.014  0.019  0.013  0.034  0.670  0.059  0.030  0.008  0.046  0.020  0.017  0.027  0.032  0.010       84
129:     0.039  0.062  0.155  0.071  0.367  0.029  0.024  0.059  0.056  0.022  0.037  0.047  0.016  0.016       53
130:     0.017  0.026  0.102  0.070  0.569  0.021  0.009  0.038  0.047  0.012  0.018  0.017  0.043  0.012       58
131:     0.028  0.041  0.099  0.043  0.463  0.057  0.026  0.021  0.012  0.040  0.031  0.030  0.086  0.021       78
132:     0.050  0.043  0.050  0.013  0.471  0.041  0.016  0.032  0.044  0.077  0.028  0.039  0.062  0.035       59
133:     0.020  0.031  0.058  0.036  0.502  0.034  0.025  0.044  0.042  0.049  0.019  0.032  0.094  0.016       41
134:     0.055  0.116  0.081  0.031  0.361  0.021  0.031  0.059  0.027  0.039  0.052  0.053  0.037  0.039       42
135:     0.017  0.073  0.266  0.048  0.281  0.024  0.026  0.030  0.035  0.067  0.007  0.087  0.026  0.010       30
136:     0.034  0.062  0.274  0.059  0.251  0.029  0.032  0.016  0.048  0.054  0.026  0.021  0.051  0.045       53
137:     0.071  0.082  0.082  0.099  0.024  0.039  0.043  0.067  0.235  0.062  0.028  0.064  0.029  0.074       58
138:     0.034  0.052  0.038  0.341  0.069  0.034  0.029  0.039  0.045  0.049  0.013  0.083  0.091  0.084       84
139:     0.025  0.569  0.031  0.019  0.037  0.056  0.016  0.019  0.037  0.145  0.017  0.011  0.010  0.007       81
140:     0.002  0.009  0.005  0.005  0.005  0.011  0.006  0.007  0.020  0.910  0.002  0.004  0.010  0.003       30
141:     0.013  0.043  0.004  0.005  0.022  0.018  0.004  0.023  0.006  0.785  0.014  0.014  0.019  0.032       37
142:     0.037  0.565  0.054  0.061  0.018  0.029  0.003  0.017  0.071  0.087  0.009  0.013  0.025  0.011       46
143:     0.014  0.703  0.052  0.008  0.008  0.027  0.025  0.024  0.026  0.013  0.021  0.040  0.033  0.006       55
144:     0.017  0.066  0.481  0.046  0.064  0.023  0.023  0.008  0.077  0.057  0.014  0.030  0.059  0.035       52
145:     0.017  0.130  0.440  0.077  0.007  0.031  0.007  0.029  0.076  0.043  0.010  0.035  0.061  0.040       73
146:     0.018  0.082  0.327  0.069  0.059  0.109  0.018  0.046  0.080  0.048  0.035  0.030  0.051  0.027       73
147:     0.016  0.181  0.378  0.039  0.034  0.020  0.015  0.021  0.049  0.065  0.023  0.048  0.055  0.057       53
148:     0.020  0.081  0.445  0.095  0.029  0.038  0.014  0.027  0.034  0.044  0.017  0.059  0.025  0.072       52
149:     0.032  0.088  0.364  0.019  0.047  0.022  0.006  0.021  0.147  0.086  0.017  0.009  0.065  0.077       44
150:     0.032  0.088  0.337  0.042  0.065  0.030  0.019  0.038  0.072  0.053  0.029  0.046  0.080  0.068       80
151:     0.031  0.073  0.345  0.063  0.063  0.042  0.023  0.044  0.068  0.074  0.017  0.055  0.021  0.080       49
152:     0.071  0.048  0.048  0.051  0.068  0.081  0.039  0.072  0.296  0.037  0.014  0.057  0.038  0.080       34
153:     0.062  0.111  0.046  0.180  0.121  0.029  0.033  0.064  0.014  0.068  0.025  0.101  0.110  0.036      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7    F8    F9    F10    F11    F12    F13    F14     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D1,8  D1,9  D1,10  D1,11  D1,12  D1,13  D1,14  D2,3  D2,4  D2,5  D2,6  D2,7  D2,8  D2,9  D2,10  D2,11  D2,12  D2,13  D2,14  D3,4  D3,5  D3,6  D3,7  D3,8  D3,9  D3,10  D3,11  D3,12  D3,13  D3,14  D4,5  D4,6  D4,7  D4,8  D4,9  D4,10  D4,11  D4,12  D4,13  D4,14  D5,6  D5,7  D5,8  D5,9  D5,10  D5,11  D5,12  D5,13  D5,14  D6,7  D6,8  D6,9  D6,10  D6,11  D6,12  D6,13  D6,14  D7,8  D7,9  D7,10  D7,11  D7,12  D7,13  D7,14  D8,9  D8,10  D8,11  D8,12  D8,13  D8,14  D9,10  D9,11  D9,12  D9,13  D9,14  D10,11  D10,12  D10,13  D10,14  D11,12  D11,13  D11,14  D12,13  D12,14  D13,14    Ln Like  Est Ln P(D)
940000:    1.00    0.055    0.022 0.031 0.021 0.020 0.031 0.031 0.036 0.025 0.022 0.032 0.192 0.014 0.022 0.017    0.038 0.036 0.027 0.041 0.029 0.034 0.021 0.035 0.039 0.102 0.021 0.037 0.021 0.016 0.025 0.031 0.035 0.059 0.031 0.022 0.021 0.097 0.028 0.033 0.025 0.022 0.029 0.036 0.055 0.029 0.018 0.024 0.093 0.025 0.025 0.020 0.024 0.018 0.037 0.028 0.021 0.030 0.098 0.019 0.019 0.026 0.035 0.057 0.043 0.036 0.035 0.107 0.027 0.030 0.042 0.032 0.031 0.033 0.033 0.094 0.023 0.030 0.032 0.041 0.041 0.055 0.119 0.031 0.036 0.043 0.021 0.033 0.096 0.019 0.031 0.018 0.022 0.102 0.017 0.019 0.017 0.106 0.024 0.030 0.028 0.094 0.104 0.098 0.017 0.019 0.031   -663838    0 
941000:    1.00    0.056    0.021 0.037 0.022 0.020 0.028 0.027 0.035 0.027 0.020 0.035 0.194 0.014 0.019 0.020    0.042 0.033 0.028 0.040 0.030 0.035 0.020 0.029 0.040 0.087 0.018 0.031 0.022 0.016 0.027 0.031 0.037 0.062 0.035 0.024 0.024 0.090 0.032 0.036 0.031 0.022 0.026 0.037 0.057 0.029 0.017 0.024 0.086 0.028 0.025 0.022 0.023 0.023 0.040 0.028 0.019 0.030 0.091 0.019 0.016 0.031 0.034 0.057 0.043 0.033 0.035 0.095 0.027 0.028 0.045 0.030 0.031 0.030 0.033 0.087 0.020 0.027 0.033 0.042 0.040 0.055 0.114 0.029 0.033 0.043 0.020 0.035 0.085 0.020 0.029 0.017 0.023 0.091 0.017 0.017 0.017 0.098 0.028 0.030 0.030 0.087 0.093 0.091 0.017 0.021 0.031   -663758    0 
942000:    1.00    0.055    0.021 0.027 0.023 0.019 0.029 0.023 0.034 0.022 0.019 0.034 0.189 0.019 0.020 0.020    0.035 0.035 0.029 0.041 0.028 0.033 0.019 0.030 0.038 0.097 0.023 0.035 0.020 0.016 0.021 0.032 0.028 0.054 0.028 0.020 0.022 0.094 0.030 0.030 0.027 0.019 0.029 0.032 0.056 0.028 0.018 0.024 0.095 0.030 0.025 0.023 0.022 0.019 0.037 0.024 0.017 0.025 0.094 0.017 0.015 0.028 0.032 0.056 0.040 0.034 0.033 0.107 0.028 0.026 0.046 0.029 0.028 0.029 0.029 0.091 0.020 0.026 0.032 0.037 0.043 0.055 0.119 0.030 0.035 0.041 0.017 0.033 0.092 0.019 0.027 0.019 0.023 0.102 0.018 0.018 0.018 0.100 0.026 0.028 0.032 0.093 0.103 0.096 0.017 0.024 0.031   -664061    0 
943000:    1.00    0.055    0.019 0.035 0.026 0.016 0.028 0.025 0.036 0.023 0.022 0.032 0.147 0.015 0.026 0.018    0.037 0.036 0.025 0.038 0.025 0.032 0.020 0.028 0.038 0.088 0.020 0.034 0.018 0.018 0.023 0.031 0.028 0.057 0.031 0.021 0.021 0.088 0.031 0.037 0.029 0.020 0.031 0.033 0.056 0.028 0.015 0.024 0.085 0.029 0.031 0.023 0.022 0.017 0.037 0.023 0.017 0.026 0.086 0.016 0.017 0.026 0.028 0.057 0.042 0.031 0.034 0.097 0.028 0.031 0.043 0.031 0.028 0.028 0.030 0.084 0.020 0.027 0.031 0.042 0.042 0.057 0.111 0.030 0.032 0.040 0.019 0.032 0.084 0.021 0.031 0.017 0.022 0.089 0.018 0.021 0.018 0.094 0.026 0.034 0.031 0.087 0.098 0.088 0.018 0.021 0.033   -663635    0 
944000:    1.00    0.055    0.018 0.024 0.024 0.018 0.031 0.031 0.035 0.022 0.020 0.039 0.180 0.014 0.017 0.020    0.038 0.038 0.026 0.042 0.027 0.028 0.021 0.031 0.041 0.096 0.020 0.030 0.020 0.016 0.023 0.029 0.029 0.056 0.029 0.021 0.022 0.095 0.028 0.029 0.029 0.020 0.027 0.033 0.057 0.030 0.017 0.024 0.094 0.028 0.025 0.025 0.024 0.019 0.034 0.025 0.019 0.030 0.091 0.017 0.014 0.027 0.033 0.057 0.040 0.035 0.036 0.102 0.026 0.026 0.045 0.033 0.027 0.030 0.030 0.084 0.020 0.024 0.031 0.041 0.040 0.058 0.116 0.030 0.030 0.043 0.019 0.034 0.091 0.020 0.026 0.020 0.024 0.101 0.017 0.018 0.019 0.099 0.026 0.030 0.032 0.090 0.099 0.099 0.016 0.023 0.032   -663700    0 
945000:    1.00    0.054    0.020 0.025 0.021 0.020 0.026 0.028 0.035 0.019 0.022 0.033 0.163 0.012 0.023 0.018    0.032 0.033 0.028 0.040 0.028 0.031 0.018 0.029 0.040 0.088 0.017 0.032 0.022 0.015 0.019 0.029 0.026 0.052 0.027 0.017 0.020 0.087 0.022 0.027 0.025 0.019 0.028 0.029 0.053 0.027 0.015 0.024 0.083 0.026 0.023 0.021 0.024 0.018 0.038 0.026 0.018 0.030 0.085 0.017 0.017 0.027 0.031 0.058 0.044 0.035 0.038 0.098 0.027 0.028 0.047 0.034 0.030 0.028 0.031 0.084 0.019 0.028 0.031 0.040 0.042 0.060 0.109 0.030 0.033 0.042 0.021 0.036 0.088 0.019 0.027 0.020 0.023 0.092 0.019 0.019 0.018 0.096 0.027 0.031 0.031 0.085 0.095 0.088 0.017 0.022 0.031   -664155    0 
946000:    1.00    0.054    0.018 0.026 0.024 0.018 0.031 0.029 0.036 0.021 0.021 0.037 0.193 0.015 0.019 0.020    0.037 0.034 0.028 0.041 0.029 0.030 0.018 0.032 0.042 0.089 0.023 0.032 0.021 0.014 0.025 0.030 0.031 0.060 0.030 0.023 0.022 0.087 0.032 0.036 0.028 0.021 0.026 0.031 0.055 0.027 0.017 0.023 0.083 0.028 0.026 0.023 0.025 0.020 0.037 0.024 0.020 0.031 0.092 0.018 0.018 0.029 0.034 0.058 0.041 0.033 0.034 0.100 0.028 0.028 0.044 0.031 0.028 0.032 0.032 0.087 0.022 0.027 0.033 0.038 0.045 0.060 0.113 0.031 0.034 0.043 0.021 0.034 0.088 0.021 0.028 0.019 0.024 0.095 0.019 0.020 0.019 0.098 0.028 0.033 0.030 0.088 0.099 0.096 0.018 0.024 0.035   -663722    0 
947000:    1.00    0.054    0.021 0.034 0.020 0.018 0.035 0.031 0.036 0.022 0.020 0.042 0.149 0.015 0.019 0.029    0.040 0.035 0.025 0.043 0.028 0.031 0.021 0.032 0.041 0.088 0.026 0.034 0.023 0.015 0.019 0.032 0.028 0.056 0.031 0.020 0.020 0.089 0.029 0.029 0.028 0.016 0.026 0.029 0.053 0.029 0.015 0.023 0.083 0.027 0.023 0.024 0.024 0.018 0.033 0.023 0.015 0.025 0.085 0.016 0.014 0.024 0.032 0.057 0.045 0.034 0.035 0.096 0.028 0.024 0.047 0.030 0.030 0.029 0.029 0.078 0.022 0.025 0.031 0.041 0.041 0.056 0.111 0.029 0.033 0.039 0.020 0.034 0.087 0.023 0.029 0.019 0.024 0.095 0.020 0.019 0.017 0.094 0.027 0.030 0.029 0.084 0.094 0.095 0.015 0.024 0.033   -663913    0 
948000:    1.00    0.054    0.020 0.033 0.024 0.018 0.025 0.028 0.034 0.024 0.024 0.035 0.166 0.013 0.020 0.019    0.042 0.038 0.029 0.040 0.028 0.035 0.021 0.034 0.042 0.086 0.022 0.035 0.023 0.017 0.028 0.037 0.032 0.063 0.035 0.024 0.023 0.087 0.033 0.036 0.028 0.023 0.028 0.032 0.059 0.030 0.017 0.024 0.081 0.028 0.026 0.023 0.024 0.018 0.037 0.024 0.019 0.031 0.085 0.015 0.016 0.026 0.031 0.057 0.042 0.036 0.038 0.095 0.026 0.028 0.044 0.034 0.028 0.031 0.029 0.079 0.019 0.026 0.031 0.039 0.046 0.060 0.108 0.028 0.034 0.043 0.020 0.037 0.081 0.021 0.029 0.018 0.024 0.090 0.020 0.021 0.017 0.088 0.027 0.032 0.029 0.082 0.094 0.089 0.018 0.021 0.031   -663563    0 
949000:    1.00    0.054    0.018 0.035 0.022 0.014 0.027 0.036 0.037 0.020 0.020 0.040 0.171 0.013 0.019 0.019    0.038 0.036 0.028 0.043 0.028 0.032 0.018 0.033 0.040 0.096 0.022 0.036 0.024 0.016 0.025 0.034 0.032 0.058 0.028 0.021 0.022 0.092 0.028 0.032 0.026 0.019 0.027 0.035 0.056 0.026 0.016 0.023 0.087 0.026 0.024 0.023 0.024 0.021 0.036 0.024 0.017 0.028 0.091 0.017 0.016 0.026 0.036 0.061 0.042 0.031 0.031 0.105 0.026 0.028 0.045 0.031 0.030 0.033 0.035 0.088 0.022 0.027 0.034 0.038 0.044 0.060 0.118 0.031 0.034 0.045 0.019 0.034 0.088 0.018 0.029 0.018 0.023 0.096 0.016 0.020 0.019 0.100 0.025 0.031 0.033 0.085 0.098 0.094 0.017 0.023 0.032   -663659    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 14 clusters

Given    Inferred Clusters                                                                                    Number of
 Pop       1      2      3      4      5      6      7      8      9     10     11     12     13     14      Individuals

  1:     0.045  0.046  0.008  0.551  0.045  0.013  0.089  0.008  0.040  0.012  0.031  0.019  0.048  0.045       45
  2:     0.004  0.014  0.026  0.015  0.016  0.013  0.832  0.010  0.007  0.003  0.017  0.010  0.022  0.012       50
  3:     0.040  0.037  0.013  0.180  0.044  0.162  0.108  0.063  0.025  0.040  0.048  0.049  0.177  0.016       48
  4:     0.063  0.047  0.037  0.128  0.033  0.098  0.100  0.038  0.052  0.059  0.025  0.079  0.210  0.031       50
  5:     0.052  0.118  0.055  0.084  0.023  0.045  0.041  0.021  0.287  0.050  0.031  0.027  0.087  0.080       50
  6:     0.020  0.065  0.059  0.042  0.085  0.070  0.054  0.037  0.274  0.051  0.025  0.092  0.053  0.072       49
  7:     0.056  0.018  0.058  0.098  0.051  0.059  0.039  0.039  0.205  0.041  0.039  0.129  0.134  0.034       43
  8:     0.007  0.046  0.055  0.040  0.033  0.032  0.020  0.016  0.619  0.048  0.002  0.039  0.009  0.033       46
  9:     0.016  0.025  0.022  0.023  0.006  0.703  0.015  0.029  0.019  0.022  0.048  0.009  0.050  0.013       60
 10:     0.031  0.049  0.052  0.142  0.033  0.055  0.022  0.046  0.142  0.054  0.038  0.143  0.115  0.077       38
 11:     0.029  0.041  0.047  0.114  0.012  0.019  0.046  0.023  0.391  0.122  0.003  0.017  0.086  0.050       50
 12:     0.021  0.040  0.046  0.048  0.016  0.026  0.032  0.020  0.055  0.023  0.012  0.023  0.605  0.033       48
 13:     0.077  0.040  0.044  0.201  0.042  0.113  0.071  0.040  0.053  0.025  0.020  0.045  0.192  0.039       50
 14:     0.024  0.027  0.028  0.041  0.029  0.047  0.471  0.041  0.025  0.071  0.011  0.063  0.095  0.027       57
 15:     0.029  0.024  0.028  0.125  0.062  0.270  0.134  0.054  0.013  0.022  0.034  0.100  0.040  0.065       48
 16:     0.019  0.007  0.011  0.010  0.008  0.029  0.805  0.010  0.014  0.018  0.009  0.019  0.013  0.029       48
 17:     0.038  0.043  0.049  0.250  0.038  0.207  0.093  0.027  0.067  0.022  0.026  0.049  0.051  0.040       50
 18:     0.050  0.027  0.046  0.077  0.040  0.056  0.043  0.069  0.327  0.060  0.014  0.067  0.045  0.079       44
 19:     0.009  0.020  0.009  0.076  0.021  0.061  0.030  0.019  0.023  0.046  0.014  0.026  0.620  0.026       50
 20:     0.006  0.029  0.026  0.017  0.013  0.035  0.022  0.064  0.595  0.054  0.005  0.016  0.079  0.040       50
 21:     0.011  0.003  0.010  0.019  0.026  0.047  0.700  0.041  0.042  0.015  0.013  0.029  0.018  0.025       48
 22:     0.046  0.053  0.022  0.151  0.053  0.018  0.089  0.037  0.042  0.054  0.011  0.067  0.343  0.016       50
 23:     0.056  0.081  0.063  0.095  0.032  0.047  0.025  0.053  0.259  0.032  0.022  0.124  0.093  0.018       49
 24:     0.050  0.016  0.013  0.094  0.025  0.012  0.035  0.012  0.077  0.030  0.008  0.054  0.558  0.017       50
 25:     0.024  0.024  0.070  0.142  0.072  0.023  0.021  0.049  0.226  0.100  0.017  0.083  0.072  0.076       50
 26:     0.049  0.068  0.035  0.104  0.032  0.071  0.039  0.054  0.261  0.048  0.025  0.093  0.088  0.031       50
