This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
121:     0.063  0.179  0.075  0.260  0.290  0.133       82
122:     0.065  0.193  0.103  0.532  0.064  0.043       66
123:     0.147  0.033  0.078  0.053  0.564  0.125       28
124:     0.816  0.030  0.048  0.030  0.038  0.038       44
125:     0.748  0.039  0.054  0.056  0.034  0.070       60
126:     0.778  0.048  0.031  0.070  0.025  0.048       83
127:     0.806  0.051  0.048  0.039  0.044  0.012       49
128:     0.824  0.038  0.018  0.023  0.042  0.054       84
129:     0.561  0.144  0.038  0.130  0.085  0.043       53
130:     0.712  0.053  0.010  0.101  0.091  0.032       58
131:     0.697  0.092  0.037  0.075  0.049  0.050       78
132:     0.675  0.075  0.036  0.081  0.090  0.043       59
133:     0.612  0.019  0.043  0.160  0.117  0.049       41
134:     0.604  0.110  0.022  0.064  0.090  0.110       42
135:     0.391  0.129  0.031  0.305  0.093  0.050       30
136:     0.490  0.080  0.030  0.251  0.091  0.057       53
137:     0.086  0.128  0.100  0.116  0.383  0.187       58
138:     0.150  0.126  0.069  0.245  0.277  0.133       84
139:     0.089  0.060  0.050  0.620  0.139  0.041       81
140:     0.053  0.026  0.032  0.027  0.832  0.030       30
141:     0.081  0.076  0.042  0.358  0.315  0.127       37
142:     0.074  0.035  0.035  0.593  0.175  0.089       46
143:     0.070  0.106  0.048  0.633  0.098  0.045       55
144:     0.144  0.070  0.029  0.648  0.082  0.027       52
145:     0.121  0.071  0.027  0.627  0.112  0.041       73
146:     0.126  0.129  0.056  0.445  0.215  0.029       73
147:     0.104  0.098  0.038  0.594  0.126  0.040       53
148:     0.113  0.083  0.026  0.545  0.127  0.106       52
149:     0.054  0.047  0.017  0.574  0.236  0.072       44
150:     0.091  0.087  0.031  0.554  0.163  0.073       80
151:     0.119  0.079  0.058  0.532  0.134  0.079       49
152:     0.117  0.105  0.077  0.134  0.352  0.216       34
153:     0.239  0.166  0.089  0.222  0.121  0.163      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
670000:    1.00    0.107    0.019 0.013 0.028 0.018 0.014 0.009    0.023 0.040 0.017 0.017 0.026 0.029 0.017 0.014 0.011 0.042 0.028 0.024 0.010 0.019 0.014   -677426    0 
671000:    1.00    0.108    0.017 0.014 0.024 0.017 0.014 0.011    0.023 0.038 0.016 0.016 0.026 0.029 0.017 0.014 0.012 0.039 0.026 0.023 0.010 0.019 0.015   -677401    0 
672000:    1.00    0.107    0.017 0.013 0.027 0.013 0.014 0.011    0.023 0.039 0.017 0.018 0.027 0.030 0.017 0.015 0.012 0.039 0.025 0.023 0.011 0.020 0.015   -677558    0 
673000:    1.00    0.104    0.017 0.014 0.022 0.014 0.015 0.013    0.025 0.039 0.017 0.018 0.029 0.026 0.016 0.015 0.011 0.037 0.026 0.023 0.009 0.019 0.018   -677496    0 
674000:    1.00    0.106    0.014 0.014 0.024 0.015 0.015 0.011    0.024 0.038 0.017 0.019 0.028 0.028 0.016 0.014 0.012 0.038 0.024 0.022 0.012 0.020 0.017   -677489    0 
675000:    1.00    0.102    0.022 0.015 0.022 0.014 0.013 0.008    0.027 0.038 0.017 0.020 0.028 0.026 0.016 0.014 0.011 0.036 0.025 0.022 0.009 0.019 0.015   -677560    0 
676000:    1.00    0.099    0.016 0.016 0.021 0.015 0.013 0.010    0.025 0.036 0.016 0.016 0.026 0.027 0.017 0.015 0.012 0.035 0.024 0.021 0.010 0.019 0.016   -677674    0 
677000:    1.00    0.099    0.017 0.015 0.025 0.014 0.015 0.008    0.026 0.035 0.019 0.020 0.026 0.025 0.017 0.015 0.010 0.036 0.023 0.020 0.011 0.018 0.015   -677348    0 
678000:    1.00    0.103    0.017 0.014 0.023 0.014 0.013 0.010    0.023 0.037 0.016 0.017 0.026 0.029 0.017 0.014 0.012 0.039 0.027 0.021 0.010 0.020 0.015   -677472    0 
679000:    1.00    0.101    0.017 0.013 0.023 0.015 0.013 0.012    0.024 0.036 0.017 0.017 0.027 0.027 0.017 0.014 0.011 0.037 0.024 0.022 0.009 0.018 0.015   -677414    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.088  0.072  0.208  0.262  0.207  0.164       45
  2:     0.050  0.014  0.869  0.009  0.015  0.044       50
  3:     0.130  0.153  0.265  0.054  0.293  0.105       48
  4:     0.226  0.055  0.165  0.124  0.333  0.098       50
  5:     0.132  0.180  0.045  0.139  0.420  0.083       50
  6:     0.218  0.125  0.113  0.119  0.308  0.116       49
  7:     0.155  0.086  0.049  0.184  0.429  0.095       43
  8:     0.055  0.041  0.066  0.189  0.613  0.035       46
  9:     0.126  0.235  0.223  0.091  0.235  0.090       60
 10:     0.084  0.129  0.098  0.187  0.384  0.118       38
 11:     0.050  0.045  0.050  0.146  0.639  0.068       50
 12:     0.091  0.077  0.068  0.097  0.606  0.061       48
 13:     0.152  0.152  0.159  0.097  0.293  0.147       50
 14:     0.059  0.064  0.641  0.060  0.098  0.078       57
 15:     0.174  0.142  0.350  0.080  0.120  0.135       48
 16:     0.006  0.039  0.860  0.015  0.020  0.060       48
 17:     0.143  0.122  0.355  0.152  0.125  0.103       50
 18:     0.121  0.127  0.059  0.176  0.434  0.082       44
 19:     0.158  0.033  0.047  0.079  0.558  0.125       50
 20:     0.039  0.065  0.039  0.167  0.650  0.040       50
 21:     0.052  0.022  0.846  0.031  0.014  0.036       48
 22:     0.111  0.048  0.184  0.120  0.333  0.205       50
 23:     0.058  0.083  0.075  0.185  0.494  0.105       49
 24:     0.141  0.056  0.165  0.085  0.515  0.039       50
 25:     0.058  0.084  0.082  0.228  0.386  0.161       50
 26:     0.078  0.165  0.132  0.238  0.287  0.101       50
 27:     0.135  0.139  0.476  0.070  0.061  0.119       55
 28:     0.069  0.026  0.622  0.087  0.076  0.120       50
 29:     0.207  0.105  0.045  0.374  0.238  0.031      108
 30:     0.205  0.130  0.085  0.335  0.178  0.067      109
 31:     0.059  0.050  0.057  0.185  0.559  0.091       49
 32:     0.154  0.040  0.120  0.165  0.388  0.132       50
 33:     0.027  0.280  0.265  0.114  0.213  0.103       50
 34:     0.062  0.214  0.426  0.039  0.081  0.178       50
 35:     0.112  0.072  0.343  0.107  0.269  0.097       50
 36:     0.172  0.065  0.081  0.091  0.509  0.081       39
 37:     0.114  0.138  0.074  0.156  0.301  0.216       47
 38:     0.129  0.115  0.045  0.204  0.380  0.127       67
 39:     0.059  0.074  0.121  0.122  0.552  0.071       34
 40:     0.066  0.166  0.075  0.117  0.451  0.125       58
 41:     0.148  0.109  0.162  0.136  0.313  0.133       86
 42:     0.130  0.096  0.109  0.161  0.360  0.143       44
 43:     0.071  0.067  0.048  0.073  0.666  0.074       44
 44:     0.041  0.075  0.571  0.051  0.113  0.148       50
 45:     0.095  0.094  0.051  0.239  0.464  0.057       35
 46:     0.144  0.074  0.201  0.160  0.319  0.102       50
 47:     0.044  0.096  0.113  0.131  0.525  0.091       36
 48:     0.077  0.095  0.504  0.060  0.154  0.109       53
 49:     0.023  0.030  0.844  0.032  0.032  0.038       57
 50:     0.087  0.088  0.469  0.073  0.081  0.203       49
 51:     0.194  0.230  0.170  0.074  0.288  0.044       42
 52:     0.085  0.084  0.070  0.198  0.444  0.118       50
 53:     0.153  0.059  0.008  0.507  0.212  0.062       50
 54:     0.262  0.078  0.036  0.430  0.094  0.100       44
 55:     0.184  0.054  0.047  0.377  0.210  0.128       50
 56:     0.058  0.047  0.042  0.802  0.014  0.037       30
 57:     0.179  0.095  0.068  0.289  0.254  0.116       50
 58:     0.246  0.070  0.054  0.421  0.128  0.081       50
 59:     0.138  0.088  0.042  0.365  0.316  0.051       33
 60:     0.117  0.114  0.122  0.421  0.135  0.092        9
 61:     0.148  0.100  0.070  0.346  0.263  0.073       50
 62:     0.259  0.026  0.052  0.443  0.185  0.034       32
 63:     0.258  0.029  0.052  0.492  0.051  0.118       50
 64:     0.055  0.122  0.032  0.589  0.097  0.105       50
 65:     0.195  0.026  0.107  0.596  0.054  0.021       29
 66:     0.210  0.058  0.091  0.386  0.198  0.057       50
 67:     0.030  0.151  0.037  0.461  0.274  0.047       31
 68:     0.163  0.115  0.058  0.370  0.247  0.048       27
 69:     0.263  0.043  0.077  0.253  0.208  0.156       20
 70:     0.191  0.061  0.053  0.421  0.215  0.058       50
 71:     0.091  0.072  0.092  0.174  0.393  0.178       50
 72:     0.104  0.093  0.081  0.429  0.152  0.142       37
 73:     0.090  0.092  0.592  0.044  0.080  0.102       81
 74:     0.071  0.104  0.068  0.086  0.058  0.614       50
 75:     0.137  0.112  0.083  0.193  0.167  0.308       50
 76:     0.097  0.218  0.111  0.055  0.143  0.376       89
 77:     0.119  0.608  0.052  0.081  0.064  0.075      100
 78:     0.042  0.055  0.692  0.035  0.041  0.136       94
 79:     0.064  0.155  0.136  0.085  0.260  0.300      100
 80:     0.055  0.197  0.107  0.051  0.032  0.558       50
 81:     0.150  0.099  0.064  0.094  0.172  0.421      100
 82:     0.119  0.209  0.077  0.187  0.212  0.196       98
 83:     0.068  0.156  0.047  0.033  0.068  0.628       50
 84:     0.038  0.044  0.796  0.024  0.037  0.060       99
 85:     0.110  0.240  0.080  0.151  0.198  0.221       99
 86:     0.050  0.523  0.105  0.050  0.095  0.177      100
 87:     0.037  0.625  0.048  0.031  0.056  0.204      100
 88:     0.068  0.115  0.074  0.054  0.066  0.623      100
 89:     0.091  0.249  0.101  0.123  0.115  0.321       99
 90:     0.061  0.181  0.124  0.079  0.096  0.460       48
 91:     0.020  0.063  0.660  0.047  0.158  0.051       28
 92:     0.091  0.234  0.091  0.049  0.029  0.505       50
 93:     0.066  0.106  0.105  0.046  0.065  0.612      100
 94:     0.036  0.114  0.060  0.042  0.132  0.615       50
 95:     0.116  0.123  0.642  0.032  0.067  0.020       41
 96:     0.071  0.178  0.068  0.105  0.108  0.470       81
 97:     0.054  0.093  0.124  0.063  0.059  0.607       50
 98:     0.088  0.174  0.050  0.165  0.119  0.403      100
 99:     0.140  0.115  0.086  0.141  0.161  0.357       89
100:     0.066  0.311  0.087  0.243  0.119  0.174       98
101:     0.075  0.187  0.220  0.090  0.119  0.308      100
102:     0.013  0.931  0.010  0.020  0.011  0.015       95
103:     0.123  0.150  0.077  0.207  0.232  0.212       50
104:     0.083  0.240  0.116  0.042  0.067  0.453       70
105:     0.052  0.111  0.631  0.048  0.043  0.114      100
106:     0.097  0.151  0.081  0.068  0.156  0.447       50
107:     0.031  0.683  0.038  0.063  0.068  0.116      100
108:     0.023  0.081  0.071  0.107  0.088  0.630       50
109:     0.172  0.205  0.135  0.136  0.107  0.244      100
110:     0.059  0.089  0.655  0.067  0.059  0.071       41
111:     0.085  0.075  0.597  0.050  0.085  0.108      100
112:     0.065  0.106  0.064  0.083  0.080  0.602       50
113:     0.024  0.550  0.055  0.060  0.062  0.250       97
114:     0.100  0.118  0.571  0.089  0.038  0.084      100
115:     0.043  0.148  0.117  0.070  0.053  0.568       49
116:     0.053  0.153  0.146  0.059  0.101  0.488      100
117:     0.143  0.166  0.189  0.072  0.087  0.343       50
118:     0.057  0.090  0.096  0.064  0.099  0.594      100
119:     0.149  0.142  0.095  0.154  0.153  0.307       90
120:     0.208  0.094  0.137  0.266  0.169  0.125       70
121:     0.078  0.138  0.039  0.281  0.343  0.121       82
122:     0.115  0.160  0.093  0.523  0.079  0.030       66
123:     0.078  0.046  0.052  0.038  0.647  0.139       28
124:     0.839  0.014  0.046  0.040  0.032  0.030       44
125:     0.827  0.025  0.025  0.047  0.054  0.022       60
126:     0.784  0.045  0.036  0.084  0.019  0.032       83
127:     0.823  0.054  0.034  0.032  0.031  0.027       49
128:     0.844  0.023  0.035  0.026  0.053  0.019       84
129:     0.651  0.066  0.030  0.106  0.087  0.060       53
130:     0.721  0.067  0.029  0.051  0.113  0.019       58
131:     0.633  0.075  0.051  0.151  0.059  0.031       78
132:     0.737  0.061  0.017  0.064  0.098  0.023       59
133:     0.613  0.064  0.061  0.102  0.074  0.086       41
134:     0.518  0.133  0.044  0.174  0.068  0.063       42
135:     0.486  0.096  0.073  0.209  0.114  0.022       30
136:     0.465  0.071  0.078  0.254  0.093  0.040       53
137:     0.071  0.145  0.130  0.106  0.382  0.166       58
138:     0.129  0.144  0.073  0.257  0.269  0.128       84
139:     0.120  0.089  0.041  0.651  0.072  0.028       81
140:     0.040  0.050  0.025  0.094  0.777  0.013       30
141:     0.073  0.083  0.032  0.500  0.229  0.084       37
142:     0.086  0.043  0.062  0.582  0.155  0.072       46
143:     0.027  0.134  0.033  0.671  0.102  0.033       55
144:     0.196  0.045  0.024  0.578  0.098  0.060       52
145:     0.088  0.060  0.039  0.635  0.106  0.072       73
146:     0.115  0.175  0.058  0.395  0.158  0.099       73
147:     0.053  0.082  0.034  0.645  0.136  0.049       53
148:     0.119  0.067  0.040  0.558  0.143  0.073       52
149:     0.036  0.057  0.008  0.579  0.251  0.069       44
150:     0.093  0.080  0.047  0.503  0.186  0.092       80
151:     0.132  0.047  0.045  0.509  0.189  0.077       49
152:     0.161  0.124  0.113  0.074  0.382  0.146       34
153:     0.203  0.149  0.080  0.175  0.171  0.221      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
680000:    1.00    0.096    0.017 0.015 0.027 0.014 0.014 0.009    0.024 0.038 0.016 0.018 0.026 0.029 0.016 0.015 0.011 0.038 0.025 0.021 0.010 0.019 0.016   -677557    0 
681000:    1.00    0.093    0.015 0.017 0.023 0.014 0.013 0.008    0.026 0.037 0.016 0.017 0.024 0.026 0.018 0.016 0.011 0.036 0.025 0.021 0.010 0.017 0.014   -677410    0 
682000:    1.00    0.088    0.015 0.015 0.022 0.013 0.013 0.008    0.022 0.037 0.016 0.017 0.024 0.027 0.015 0.014 0.011 0.037 0.025 0.020 0.010 0.019 0.015   -677543    0 
683000:    1.00    0.089    0.017 0.014 0.022 0.015 0.013 0.010    0.022 0.036 0.017 0.017 0.025 0.026 0.017 0.014 0.011 0.036 0.023 0.021 0.011 0.018 0.015   -677260    0 
684000:    1.00    0.090    0.018 0.013 0.020 0.016 0.014 0.010    0.023 0.037 0.017 0.017 0.028 0.026 0.015 0.014 0.011 0.036 0.023 0.021 0.009 0.019 0.016   -677441    0 
685000:    1.00    0.085    0.015 0.012 0.025 0.016 0.012 0.010    0.023 0.037 0.018 0.018 0.024 0.025 0.015 0.012 0.009 0.036 0.024 0.021 0.010 0.017 0.013   -677602    0 
686000:    1.00    0.087    0.017 0.014 0.020 0.016 0.013 0.008    0.025 0.035 0.016 0.016 0.026 0.027 0.016 0.015 0.010 0.037 0.023 0.022 0.010 0.019 0.015   -677348    0 
687000:    1.00    0.085    0.014 0.013 0.021 0.014 0.014 0.010    0.023 0.035 0.017 0.016 0.025 0.027 0.015 0.014 0.011 0.035 0.024 0.021 0.010 0.019 0.016   -677454    0 
688000:    1.00    0.089    0.017 0.014 0.019 0.018 0.013 0.010    0.024 0.035 0.016 0.016 0.026 0.025 0.016 0.014 0.011 0.034 0.022 0.020 0.010 0.019 0.015   -677402    0 
689000:    1.00    0.086    0.016 0.011 0.020 0.014 0.013 0.008    0.022 0.036 0.017 0.017 0.025 0.025 0.015 0.014 0.009 0.035 0.024 0.020 0.010 0.018 0.015   -677502    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.140  0.045  0.199  0.219  0.230  0.168       45
  2:     0.016  0.023  0.870  0.014  0.039  0.038       50
  3:     0.128  0.167  0.292  0.051  0.244  0.117       48
  4:     0.207  0.083  0.261  0.120  0.267  0.063       50
  5:     0.125  0.097  0.050  0.166  0.414  0.149       50
  6:     0.174  0.051  0.110  0.181  0.310  0.174       49
  7:     0.165  0.094  0.080  0.222  0.357  0.082       43
  8:     0.032  0.097  0.018  0.167  0.641  0.045       46
  9:     0.140  0.277  0.216  0.085  0.153  0.129       60
 10:     0.073  0.103  0.094  0.177  0.343  0.211       38
 11:     0.074  0.076  0.063  0.061  0.652  0.073       50
 12:     0.095  0.078  0.082  0.088  0.608  0.049       48
 13:     0.202  0.088  0.197  0.141  0.189  0.183       50
 14:     0.056  0.092  0.640  0.041  0.095  0.076       57
 15:     0.189  0.221  0.378  0.058  0.097  0.057       48
 16:     0.009  0.054  0.866  0.015  0.009  0.048       48
 17:     0.186  0.179  0.312  0.077  0.125  0.121       50
 18:     0.106  0.144  0.080  0.182  0.292  0.195       44
 19:     0.126  0.048  0.060  0.101  0.596  0.069       50
 20:     0.041  0.034  0.056  0.176  0.627  0.065       50
 21:     0.031  0.022  0.828  0.033  0.039  0.046       48
 22:     0.170  0.050  0.215  0.073  0.383  0.109       50
 23:     0.115  0.097  0.080  0.170  0.406  0.132       49
 24:     0.147  0.078  0.138  0.056  0.516  0.065       50
 25:     0.124  0.056  0.086  0.194  0.404  0.136       50
 26:     0.126  0.166  0.108  0.174  0.358  0.068       50
 27:     0.111  0.099  0.556  0.059  0.058  0.116       55
 28:     0.052  0.037  0.683  0.071  0.082  0.075       50
 29:     0.208  0.089  0.064  0.364  0.199  0.076      108
 30:     0.229  0.152  0.080  0.290  0.185  0.064      109
 31:     0.107  0.066  0.033  0.131  0.550  0.113       49
 32:     0.156  0.090  0.121  0.164  0.403  0.066       50
 33:     0.102  0.366  0.183  0.079  0.178  0.093       50
 34:     0.077  0.106  0.515  0.047  0.074  0.182       50
 35:     0.257  0.094  0.312  0.050  0.229  0.058       50
 36:     0.239  0.037  0.066  0.047  0.551  0.062       39
 37:     0.113  0.137  0.139  0.126  0.391  0.094       47
 38:     0.170  0.118  0.055  0.105  0.380  0.172       67
 39:     0.150  0.040  0.090  0.098  0.545  0.078       34
 40:     0.063  0.116  0.054  0.158  0.515  0.094       58
 41:     0.139  0.138  0.117  0.146  0.274  0.187       86
 42:     0.174  0.090  0.071  0.176  0.354  0.135       44
 43:     0.036  0.080  0.058  0.171  0.617  0.038       44
 44:     0.047  0.063  0.607  0.091  0.110  0.083       50
 45:     0.160  0.123  0.117  0.129  0.376  0.095       35
 46:     0.176  0.086  0.221  0.098  0.322  0.096       50
 47:     0.116  0.066  0.148  0.098  0.497  0.074       36
 48:     0.148  0.109  0.443  0.048  0.165  0.087       53
 49:     0.042  0.046  0.799  0.048  0.032  0.033       57
 50:     0.098  0.072  0.475  0.070  0.123  0.162       49
 51:     0.215  0.173  0.204  0.106  0.229  0.073       42
 52:     0.076  0.104  0.069  0.183  0.431  0.138       50
 53:     0.129  0.071  0.039  0.507  0.196  0.057       50
 54:     0.287  0.123  0.036  0.467  0.049  0.039       44
 55:     0.168  0.123  0.079  0.293  0.229  0.107       50
 56:     0.009  0.047  0.019  0.893  0.009  0.022       30
 57:     0.241  0.104  0.072  0.213  0.297  0.074       50
 58:     0.222  0.111  0.053  0.365  0.186  0.064       50
 59:     0.178  0.101  0.050  0.466  0.154  0.051       33
 60:     0.118  0.123  0.048  0.297  0.339  0.075        9
 61:     0.306  0.150  0.063  0.316  0.120  0.044       50
 62:     0.285  0.043  0.051  0.409  0.189  0.024       32
 63:     0.255  0.034  0.067  0.435  0.125  0.084       50
 64:     0.058  0.094  0.033  0.577  0.143  0.095       50
 65:     0.047  0.021  0.054  0.835  0.025  0.017       29
 66:     0.222  0.155  0.111  0.323  0.131  0.058       50
 67:     0.139  0.111  0.102  0.419  0.136  0.093       31
 68:     0.180  0.096  0.034  0.413  0.164  0.114       27
 69:     0.313  0.063  0.037  0.336  0.189  0.062       20
 70:     0.192  0.078  0.066  0.360  0.235  0.068       50
 71:     0.113  0.064  0.090  0.184  0.468  0.080       50
 72:     0.147  0.031  0.045  0.582  0.082  0.112       37
 73:     0.097  0.064  0.629  0.033  0.077  0.100       81
 74:     0.102  0.135  0.063  0.098  0.025  0.577       50
 75:     0.173  0.079  0.080  0.202  0.233  0.233       50
 76:     0.062  0.226  0.109  0.074  0.123  0.406       89
 77:     0.094  0.615  0.050  0.060  0.064  0.117      100
 78:     0.035  0.098  0.681  0.060  0.035  0.092       94
 79:     0.056  0.174  0.139  0.101  0.245  0.285      100
 80:     0.098  0.138  0.107  0.051  0.049  0.556       50
 81:     0.176  0.102  0.062  0.083  0.156  0.422      100
 82:     0.108  0.227  0.085  0.201  0.185  0.195       98
 83:     0.039  0.168  0.041  0.056  0.026  0.670       50
 84:     0.025  0.021  0.846  0.016  0.021  0.071       99
 85:     0.131  0.226  0.083  0.138  0.181  0.241       99
 86:     0.092  0.571  0.076  0.045  0.063  0.152      100
 87:     0.037  0.685  0.041  0.037  0.069  0.131      100
 88:     0.044  0.106  0.100  0.031  0.081  0.637      100
 89:     0.114  0.246  0.110  0.096  0.150  0.285       99
 90:     0.076  0.160  0.119  0.103  0.147  0.395       48
 91:     0.075  0.070  0.717  0.074  0.040  0.025       28
 92:     0.084  0.188  0.142  0.018  0.021  0.548       50
 93:     0.060  0.109  0.115  0.067  0.063  0.585      100
 94:     0.101  0.038  0.060  0.027  0.065  0.710       50
 95:     0.078  0.079  0.625  0.104  0.086  0.029       41
 96:     0.133  0.190  0.071  0.090  0.119  0.396       81
 97:     0.057  0.092  0.105  0.045  0.077  0.624       50
 98:     0.097  0.105  0.073  0.121  0.130  0.474      100
 99:     0.165  0.167  0.073  0.159  0.121  0.316       89
100:     0.059  0.302  0.071  0.151  0.206  0.212       98
101:     0.103  0.163  0.180  0.081  0.106  0.368      100
102:     0.011  0.924  0.010  0.033  0.010  0.011       95
103:     0.090  0.149  0.077  0.178  0.199  0.307       50
104:     0.078  0.297  0.088  0.042  0.043  0.451       70
105:     0.080  0.079  0.656  0.050  0.038  0.097      100
106:     0.102  0.117  0.063  0.037  0.087  0.594       50
107:     0.034  0.690  0.062  0.036  0.069  0.110      100
108:     0.036  0.051  0.052  0.104  0.099  0.658       50
109:     0.209  0.133  0.092  0.128  0.159  0.279      100
110:     0.046  0.036  0.710  0.058  0.107  0.042       41
111:     0.053  0.090  0.638  0.039  0.060  0.121      100
112:     0.060  0.064  0.114  0.143  0.070  0.550       50
113:     0.022  0.578  0.040  0.043  0.069  0.248       97
114:     0.059  0.143  0.552  0.080  0.066  0.101      100
115:     0.065  0.209  0.115  0.057  0.054  0.500       49
116:     0.091  0.120  0.160  0.070  0.080  0.478      100
117:     0.076  0.174  0.230  0.064  0.156  0.300       50
118:     0.084  0.077  0.066  0.056  0.092  0.626      100
119:     0.131  0.208  0.123  0.166  0.089  0.283       90
120:     0.188  0.086  0.089  0.294  0.197  0.146       70
121:     0.050  0.095  0.026  0.255  0.478  0.097       82
122:     0.149  0.215  0.100  0.354  0.106  0.077       66
123:     0.115  0.028  0.012  0.068  0.510  0.267       28
124:     0.883  0.006  0.056  0.017  0.032  0.005       44
125:     0.819  0.035  0.037  0.015  0.050  0.044       60
126:     0.807  0.059  0.023  0.068  0.022  0.020       83
127:     0.802  0.054  0.031  0.044  0.013  0.054       49
128:     0.843  0.022  0.014  0.057  0.041  0.024       84
129:     0.561  0.069  0.035  0.129  0.125  0.081       53
130:     0.813  0.057  0.023  0.050  0.038  0.020       58
131:     0.630  0.077  0.034  0.096  0.140  0.023       78
132:     0.619  0.078  0.025  0.097  0.153  0.028       59
133:     0.645  0.057  0.051  0.113  0.113  0.022       41
134:     0.523  0.163  0.034  0.095  0.118  0.066       42
135:     0.414  0.120  0.020  0.317  0.053  0.075       30
136:     0.437  0.096  0.051  0.220  0.137  0.059       53
137:     0.055  0.142  0.105  0.142  0.426  0.130       58
138:     0.121  0.100  0.082  0.349  0.239  0.109       84
139:     0.072  0.079  0.033  0.637  0.136  0.044       81
140:     0.021  0.024  0.012  0.036  0.895  0.012       30
141:     0.052  0.091  0.024  0.499  0.241  0.094       37
142:     0.040  0.034  0.041  0.538  0.290  0.056       46
143:     0.066  0.138  0.075  0.616  0.081  0.025       55
144:     0.115  0.065  0.030  0.677  0.080  0.032       52
145:     0.058  0.080  0.021  0.671  0.117  0.053       73
146:     0.182  0.118  0.056  0.487  0.118  0.040       73
147:     0.087  0.076  0.049  0.647  0.105  0.036       53
148:     0.133  0.089  0.081  0.534  0.136  0.027       52
149:     0.080  0.054  0.015  0.617  0.175  0.059       44
150:     0.193  0.100  0.059  0.507  0.078  0.064       80
151:     0.147  0.068  0.046  0.525  0.143  0.071       49
152:     0.066  0.141  0.072  0.061  0.393  0.266       34
153:     0.384  0.122  0.064  0.160  0.122  0.148      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
690000:    1.00    0.085    0.014 0.012 0.021 0.014 0.012 0.008    0.022 0.033 0.017 0.016 0.024 0.027 0.017 0.013 0.011 0.037 0.022 0.021 0.011 0.018 0.014   -677583    0 
691000:    1.00    0.087    0.015 0.015 0.021 0.015 0.011 0.009    0.023 0.034 0.016 0.016 0.025 0.025 0.017 0.014 0.011 0.036 0.024 0.021 0.010 0.019 0.015   -677508    0 
692000:    1.00    0.085    0.017 0.012 0.018 0.015 0.011 0.008    0.022 0.033 0.015 0.015 0.024 0.024 0.015 0.014 0.011 0.033 0.022 0.018 0.009 0.017 0.014   -677692    0 
