This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
671000:    1.00    0.108    0.015 0.017 0.012 0.020 0.016 0.011    0.024 0.014 0.028 0.016 0.012 0.018 0.037 0.018 0.028 0.026 0.010 0.015 0.038 0.021 0.020   -677500    0 
672000:    1.00    0.110    0.014 0.018 0.014 0.021 0.016 0.009    0.024 0.015 0.028 0.019 0.012 0.018 0.037 0.018 0.025 0.026 0.011 0.015 0.039 0.022 0.018   -677715    0 
673000:    1.00    0.102    0.013 0.017 0.012 0.023 0.016 0.010    0.024 0.014 0.029 0.016 0.011 0.018 0.039 0.017 0.026 0.025 0.009 0.014 0.038 0.023 0.018   -677386    0 
674000:    1.00    0.105    0.017 0.018 0.012 0.030 0.017 0.010    0.026 0.015 0.029 0.017 0.011 0.016 0.039 0.018 0.027 0.026 0.010 0.015 0.039 0.022 0.018   -677396    0 
675000:    1.00    0.102    0.016 0.016 0.014 0.026 0.015 0.009    0.027 0.016 0.030 0.017 0.012 0.016 0.038 0.018 0.028 0.025 0.012 0.016 0.039 0.023 0.019   -677371    0 
676000:    1.00    0.099    0.014 0.017 0.016 0.021 0.013 0.011    0.024 0.014 0.027 0.017 0.012 0.018 0.037 0.016 0.026 0.025 0.010 0.016 0.038 0.021 0.020   -677518    0 
677000:    1.00    0.098    0.014 0.020 0.013 0.023 0.016 0.011    0.024 0.014 0.028 0.016 0.011 0.017 0.039 0.018 0.027 0.026 0.009 0.015 0.037 0.022 0.019   -677390    0 
678000:    1.00    0.105    0.015 0.017 0.014 0.022 0.018 0.011    0.025 0.016 0.029 0.018 0.012 0.016 0.038 0.018 0.027 0.028 0.011 0.017 0.038 0.023 0.019   -677311    0 
679000:    1.00    0.109    0.016 0.018 0.016 0.023 0.017 0.009    0.026 0.015 0.030 0.017 0.013 0.018 0.039 0.018 0.029 0.024 0.010 0.015 0.038 0.024 0.019   -677403    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.054  0.158  0.096  0.213  0.347  0.131       45
  2:     0.012  0.022  0.018  0.916  0.014  0.018       50
  3:     0.152  0.172  0.141  0.322  0.151  0.063       48
  4:     0.035  0.209  0.204  0.215  0.209  0.128       50
  5:     0.144  0.099  0.394  0.058  0.165  0.140       50
  6:     0.109  0.179  0.367  0.082  0.094  0.169       49
  7:     0.029  0.176  0.368  0.053  0.207  0.167       43
  8:     0.089  0.041  0.552  0.081  0.189  0.048       46
  9:     0.312  0.061  0.156  0.247  0.167  0.058       60
 10:     0.069  0.165  0.307  0.092  0.237  0.131       38
 11:     0.047  0.041  0.668  0.062  0.121  0.062       50
 12:     0.087  0.101  0.576  0.072  0.127  0.037       48
 13:     0.121  0.229  0.227  0.168  0.115  0.139       50
 14:     0.059  0.061  0.112  0.652  0.052  0.064       57
 15:     0.143  0.093  0.088  0.407  0.117  0.153       48
 16:     0.013  0.019  0.038  0.876  0.020  0.034       48
 17:     0.160  0.218  0.086  0.300  0.143  0.092       50
 18:     0.127  0.119  0.388  0.053  0.173  0.140       44
 19:     0.041  0.105  0.637  0.059  0.070  0.088       50
 20:     0.063  0.069  0.690  0.037  0.114  0.027       50
 21:     0.032  0.020  0.043  0.818  0.032  0.056       48
 22:     0.042  0.203  0.282  0.202  0.099  0.171       50
 23:     0.115  0.099  0.464  0.094  0.093  0.135       49
 24:     0.073  0.176  0.411  0.194  0.079  0.067       50
 25:     0.150  0.132  0.329  0.066  0.207  0.116       50
 26:     0.127  0.116  0.303  0.143  0.228  0.081       50
 27:     0.137  0.100  0.044  0.537  0.068  0.113       55
 28:     0.083  0.064  0.104  0.598  0.066  0.087       50
 29:     0.093  0.190  0.204  0.059  0.395  0.059      108
 30:     0.099  0.189  0.176  0.090  0.348  0.098      109
 31:     0.076  0.173  0.421  0.105  0.128  0.097       49
 32:     0.091  0.170  0.315  0.113  0.190  0.121       50
 33:     0.415  0.133  0.179  0.147  0.079  0.046       50
 34:     0.112  0.110  0.051  0.491  0.057  0.179       50
 35:     0.111  0.205  0.200  0.338  0.106  0.040       50
 36:     0.066  0.215  0.472  0.074  0.117  0.056       39
 37:     0.095  0.107  0.413  0.157  0.083  0.145       47
 38:     0.124  0.133  0.411  0.060  0.134  0.138       67
 39:     0.082  0.147  0.531  0.111  0.088  0.041       34
 40:     0.135  0.050  0.485  0.058  0.165  0.107       58
 41:     0.097  0.149  0.333  0.147  0.135  0.140       86
 42:     0.065  0.164  0.343  0.089  0.197  0.142       44
 43:     0.083  0.049  0.661  0.036  0.117  0.055       44
 44:     0.101  0.116  0.099  0.517  0.071  0.096       50
 45:     0.149  0.139  0.476  0.066  0.139  0.030       35
 46:     0.044  0.223  0.250  0.216  0.144  0.124       50
 47:     0.054  0.086  0.452  0.115  0.148  0.146       36
 48:     0.054  0.116  0.150  0.480  0.123  0.077       53
 49:     0.050  0.045  0.047  0.779  0.034  0.045       57
 50:     0.098  0.074  0.129  0.531  0.043  0.125       49
 51:     0.197  0.186  0.221  0.198  0.150  0.048       42
 52:     0.079  0.079  0.418  0.134  0.121  0.170       50
 53:     0.073  0.175  0.130  0.039  0.524  0.059       50
 54:     0.089  0.217  0.104  0.029  0.476  0.085       44
 55:     0.070  0.212  0.263  0.045  0.302  0.108       50
 56:     0.018  0.060  0.008  0.022  0.867  0.026       30
 57:     0.093  0.257  0.227  0.037  0.287  0.099       50
 58:     0.152  0.243  0.145  0.071  0.335  0.054       50
 59:     0.116  0.126  0.186  0.089  0.425  0.058       33
 60:     0.088  0.064  0.460  0.007  0.336  0.045        9
 61:     0.101  0.205  0.199  0.080  0.347  0.068       50
 62:     0.075  0.280  0.085  0.063  0.460  0.035       32
 63:     0.069  0.187  0.137  0.087  0.478  0.042       50
 64:     0.050  0.090  0.168  0.052  0.569  0.071       50
 65:     0.031  0.048  0.073  0.073  0.750  0.025       29
 66:     0.075  0.254  0.186  0.071  0.318  0.096       50
 67:     0.159  0.066  0.157  0.033  0.547  0.039       31
 68:     0.115  0.209  0.085  0.058  0.467  0.064       27
 69:     0.128  0.175  0.202  0.039  0.371  0.085       20
 70:     0.091  0.141  0.199  0.083  0.450  0.036       50
 71:     0.054  0.161  0.399  0.108  0.178  0.100       50
 72:     0.040  0.164  0.106  0.057  0.567  0.066       37
 73:     0.049  0.090  0.123  0.608  0.039  0.091       81
 74:     0.121  0.079  0.052  0.068  0.064  0.616       50
 75:     0.125  0.092  0.194  0.057  0.191  0.341       50
 76:     0.222  0.113  0.126  0.114  0.056  0.370       89
 77:     0.521  0.126  0.067  0.077  0.063  0.146      100
 78:     0.105  0.053  0.033  0.677  0.034  0.097       94
 79:     0.191  0.045  0.227  0.171  0.078  0.288      100
 80:     0.168  0.057  0.074  0.082  0.026  0.593       50
 81:     0.127  0.161  0.194  0.062  0.093  0.364      100
 82:     0.164  0.137  0.223  0.073  0.240  0.162       98
 83:     0.208  0.039  0.024  0.080  0.049  0.600       50
 84:     0.054  0.028  0.039  0.780  0.030  0.069       99
 85:     0.303  0.160  0.172  0.101  0.118  0.147       99
 86:     0.555  0.104  0.069  0.102  0.059  0.112      100
 87:     0.584  0.077  0.112  0.053  0.042  0.132      100
 88:     0.100  0.046  0.064  0.079  0.047  0.664      100
 89:     0.274  0.122  0.135  0.106  0.105  0.258       99
 90:     0.172  0.036  0.078  0.163  0.045  0.506       48
 91:     0.061  0.056  0.066  0.712  0.057  0.047       28
 92:     0.259  0.068  0.020  0.110  0.054  0.489       50
 93:     0.110  0.046  0.046  0.129  0.040  0.628      100
 94:     0.076  0.096  0.078  0.097  0.060  0.593       50
 95:     0.081  0.063  0.100  0.613  0.089  0.055       41
 96:     0.207  0.078  0.121  0.090  0.085  0.419       81
 97:     0.116  0.061  0.099  0.126  0.077  0.520       50
 98:     0.152  0.061  0.130  0.072  0.139  0.446      100
 99:     0.146  0.187  0.150  0.102  0.124  0.290       89
100:     0.315  0.089  0.181  0.087  0.164  0.164       98
101:     0.152  0.091  0.113  0.202  0.102  0.341      100
102:     0.938  0.009  0.015  0.009  0.017  0.012       95
103:     0.149  0.154  0.181  0.044  0.200  0.272       50
104:     0.361  0.066  0.052  0.088  0.051  0.383       70
105:     0.095  0.057  0.064  0.649  0.044  0.090      100
106:     0.115  0.080  0.083  0.102  0.047  0.573       50
107:     0.637  0.074  0.076  0.047  0.051  0.115      100
108:     0.056  0.026  0.100  0.079  0.108  0.632       50
109:     0.206  0.147  0.140  0.098  0.122  0.287      100
110:     0.072  0.082  0.059  0.684  0.051  0.052       41
111:     0.106  0.089  0.065  0.563  0.041  0.137      100
112:     0.092  0.074  0.122  0.101  0.126  0.483       50
113:     0.575  0.036  0.077  0.062  0.073  0.178       97
114:     0.164  0.095  0.065  0.531  0.070  0.075      100
115:     0.182  0.089  0.046  0.129  0.050  0.504       49
116:     0.158  0.060  0.095  0.130  0.084  0.474      100
117:     0.126  0.102  0.095  0.233  0.104  0.340       50
118:     0.081  0.072  0.083  0.103  0.092  0.568      100
119:     0.191  0.084  0.104  0.118  0.133  0.370       90
120:     0.078  0.265  0.225  0.118  0.184  0.131       70
121:     0.096  0.049  0.397  0.048  0.309  0.101       82
122:     0.281  0.088  0.070  0.085  0.444  0.033       66
123:     0.036  0.047  0.695  0.055  0.068  0.100       28
124:     0.017  0.875  0.040  0.023  0.018  0.027       44
125:     0.033  0.771  0.045  0.053  0.054  0.044       60
126:     0.034  0.812  0.027  0.024  0.058  0.045       83
127:     0.056  0.782  0.023  0.055  0.068  0.016       49
128:     0.027  0.821  0.039  0.016  0.067  0.029       84
129:     0.101  0.579  0.081  0.026  0.131  0.081       53
130:     0.052  0.753  0.069  0.044  0.055  0.028       58
131:     0.046  0.678  0.072  0.030  0.113  0.060       78
132:     0.069  0.670  0.062  0.046  0.100  0.054       59
133:     0.073  0.608  0.134  0.043  0.109  0.033       41
134:     0.180  0.480  0.077  0.034  0.168  0.062       42
135:     0.108  0.480  0.114  0.049  0.219  0.030       30
136:     0.058  0.445  0.129  0.034  0.231  0.103       53
137:     0.078  0.082  0.386  0.116  0.133  0.207       58
138:     0.146  0.182  0.256  0.059  0.224  0.134       84
139:     0.057  0.040  0.117  0.061  0.692  0.033       81
140:     0.029  0.040  0.839  0.033  0.049  0.010       30
141:     0.096  0.058  0.290  0.047  0.462  0.048       37
142:     0.050  0.069  0.173  0.041  0.604  0.063       46
143:     0.136  0.070  0.054  0.038  0.639  0.063       55
144:     0.055  0.132  0.123  0.023  0.606  0.061       52
145:     0.075  0.050  0.102  0.051  0.662  0.060       73
146:     0.133  0.125  0.145  0.040  0.484  0.072       73
147:     0.087  0.117  0.181  0.026  0.531  0.057       53
148:     0.063  0.182  0.102  0.049  0.527  0.077       52
149:     0.043  0.089  0.236  0.028  0.515  0.089       44
150:     0.094  0.153  0.182  0.064  0.459  0.048       80
151:     0.141  0.104  0.114  0.051  0.533  0.057       49
152:     0.062  0.097  0.442  0.145  0.067  0.187       34
153:     0.149  0.291  0.126  0.079  0.188  0.166      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
680000:    1.00    0.107    0.020 0.017 0.016 0.022 0.020 0.010    0.024 0.015 0.027 0.017 0.011 0.018 0.037 0.017 0.028 0.025 0.011 0.016 0.037 0.022 0.019   -677396    0 
681000:    1.00    0.103    0.014 0.018 0.014 0.023 0.017 0.010    0.027 0.016 0.029 0.017 0.012 0.020 0.041 0.017 0.028 0.026 0.010 0.016 0.038 0.022 0.018   -677606    0 
682000:    1.00    0.097    0.016 0.020 0.015 0.023 0.015 0.009    0.023 0.015 0.026 0.017 0.011 0.016 0.035 0.017 0.026 0.023 0.010 0.016 0.036 0.021 0.018   -677588    0 
683000:    1.00    0.102    0.016 0.019 0.014 0.023 0.017 0.009    0.026 0.014 0.029 0.017 0.012 0.017 0.039 0.017 0.028 0.028 0.011 0.017 0.039 0.023 0.020   -677330    0 
684000:    1.00    0.106    0.015 0.017 0.017 0.023 0.016 0.010    0.026 0.015 0.027 0.018 0.012 0.016 0.038 0.017 0.026 0.026 0.009 0.015 0.038 0.024 0.019   -677548    0 
685000:    1.00    0.104    0.019 0.019 0.014 0.021 0.016 0.010    0.026 0.014 0.028 0.017 0.012 0.017 0.038 0.018 0.025 0.024 0.011 0.015 0.039 0.022 0.020   -677485    0 
686000:    1.00    0.103    0.014 0.017 0.012 0.020 0.016 0.011    0.026 0.016 0.027 0.018 0.012 0.019 0.036 0.019 0.028 0.026 0.011 0.017 0.038 0.022 0.020   -677281    0 
687000:    1.00    0.095    0.014 0.017 0.012 0.022 0.014 0.010    0.022 0.013 0.026 0.015 0.011 0.018 0.036 0.016 0.025 0.024 0.010 0.015 0.036 0.021 0.017   -677461    0 
688000:    1.00    0.100    0.015 0.016 0.011 0.021 0.015 0.009    0.023 0.013 0.026 0.017 0.012 0.016 0.037 0.016 0.026 0.024 0.011 0.015 0.039 0.023 0.019   -677517    0 
689000:    1.00    0.099    0.013 0.018 0.014 0.023 0.016 0.010    0.023 0.015 0.027 0.016 0.011 0.017 0.036 0.017 0.025 0.026 0.009 0.015 0.039 0.023 0.018   -677567    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.103  0.146  0.176  0.162  0.255  0.158       45
  2:     0.011  0.021  0.019  0.915  0.020  0.015       50
  3:     0.125  0.172  0.229  0.275  0.084  0.115       48
  4:     0.045  0.247  0.250  0.228  0.104  0.128       50
  5:     0.105  0.138  0.488  0.029  0.119  0.121       50
  6:     0.054  0.214  0.304  0.109  0.121  0.197       49
  7:     0.142  0.184  0.395  0.061  0.101  0.117       43
  8:     0.084  0.074  0.613  0.027  0.155  0.047       46
  9:     0.328  0.118  0.204  0.186  0.072  0.093       60
 10:     0.077  0.101  0.336  0.099  0.178  0.209       38
 11:     0.060  0.072  0.642  0.059  0.119  0.047       50
 12:     0.075  0.042  0.547  0.086  0.184  0.066       48
 13:     0.138  0.229  0.181  0.139  0.158  0.156       50
 14:     0.069  0.076  0.066  0.659  0.053  0.078       57
 15:     0.178  0.154  0.170  0.325  0.102  0.071       48
 16:     0.026  0.016  0.026  0.873  0.005  0.054       48
 17:     0.130  0.216  0.121  0.281  0.161  0.092       50
 18:     0.100  0.129  0.362  0.094  0.190  0.124       44
 19:     0.087  0.143  0.484  0.056  0.115  0.116       50
 20:     0.050  0.069  0.698  0.015  0.123  0.045       50
 21:     0.015  0.022  0.034  0.819  0.036  0.074       48
 22:     0.073  0.184  0.392  0.193  0.052  0.105       50
 23:     0.114  0.096  0.456  0.067  0.104  0.163       49
 24:     0.044  0.133  0.486  0.102  0.096  0.138       50
 25:     0.095  0.095  0.413  0.083  0.180  0.133       50
 26:     0.145  0.091  0.427  0.124  0.124  0.088       50
 27:     0.118  0.097  0.042  0.559  0.067  0.117       55
 28:     0.075  0.060  0.088  0.631  0.079  0.067       50
 29:     0.101  0.177  0.239  0.045  0.371  0.068      108
 30:     0.093  0.169  0.207  0.080  0.357  0.094      109
 31:     0.076  0.085  0.506  0.051  0.144  0.138       49
 32:     0.074  0.102  0.382  0.126  0.183  0.133       50
 33:     0.429  0.073  0.158  0.147  0.113  0.081       50
 34:     0.140  0.078  0.049  0.538  0.053  0.142       50
 35:     0.129  0.160  0.204  0.342  0.067  0.100       50
 36:     0.079  0.124  0.545  0.031  0.100  0.122       39
 37:     0.126  0.113  0.384  0.110  0.133  0.134       47
 38:     0.094  0.158  0.484  0.082  0.092  0.090       67
 39:     0.079  0.102  0.578  0.137  0.044  0.059       34
 40:     0.148  0.031  0.545  0.051  0.143  0.082       58
 41:     0.118  0.121  0.353  0.165  0.097  0.145       86
 42:     0.079  0.143  0.377  0.103  0.196  0.103       44
 43:     0.126  0.068  0.586  0.040  0.088  0.092       44
 44:     0.082  0.062  0.088  0.558  0.083  0.127       50
 45:     0.079  0.233  0.386  0.096  0.116  0.090       35
 46:     0.125  0.148  0.242  0.226  0.135  0.124       50
 47:     0.113  0.128  0.439  0.087  0.081  0.152       36
 48:     0.057  0.125  0.141  0.493  0.088  0.098       53
 49:     0.040  0.028  0.047  0.841  0.022  0.022       57
 50:     0.090  0.081  0.063  0.570  0.060  0.136       49
 51:     0.188  0.232  0.226  0.244  0.072  0.038       42
 52:     0.119  0.044  0.463  0.094  0.117  0.163       50
 53:     0.053  0.178  0.171  0.049  0.524  0.024       50
 54:     0.052  0.229  0.117  0.067  0.496  0.039       44
 55:     0.140  0.179  0.241  0.070  0.317  0.052       50
 56:     0.034  0.071  0.019  0.017  0.820  0.039       30
 57:     0.140  0.222  0.257  0.059  0.242  0.079       50
 58:     0.063  0.173  0.169  0.078  0.452  0.064       50
 59:     0.096  0.208  0.234  0.044  0.377  0.041       33
 60:     0.120  0.082  0.424  0.041  0.332  0.000        9
 61:     0.109  0.215  0.190  0.042  0.389  0.055       50
 62:     0.050  0.265  0.145  0.052  0.455  0.033       32
 63:     0.047  0.231  0.141  0.082  0.429  0.070       50
 64:     0.092  0.085  0.146  0.025  0.561  0.091       50
 65:     0.022  0.032  0.033  0.031  0.873  0.010       29
 66:     0.069  0.231  0.198  0.062  0.373  0.067       50
 67:     0.076  0.060  0.186  0.064  0.541  0.074       31
 68:     0.021  0.263  0.126  0.021  0.495  0.075       27
 69:     0.032  0.312  0.225  0.064  0.302  0.064       20
 70:     0.096  0.137  0.223  0.042  0.454  0.048       50
 71:     0.073  0.084  0.542  0.089  0.098  0.114       50
 72:     0.044  0.079  0.160  0.045  0.574  0.098       37
 73:     0.113  0.111  0.107  0.562  0.051  0.056       81
 74:     0.190  0.078  0.069  0.051  0.045  0.566       50
 75:     0.083  0.091  0.190  0.099  0.198  0.340       50
 76:     0.224  0.081  0.142  0.097  0.055  0.401       89
 77:     0.542  0.101  0.088  0.080  0.078  0.110      100
 78:     0.064  0.046  0.040  0.673  0.056  0.121       94
 79:     0.117  0.051  0.262  0.144  0.089  0.337      100
 80:     0.104  0.080  0.025  0.171  0.064  0.555       50
 81:     0.192  0.126  0.195  0.059  0.066  0.362      100
 82:     0.216  0.130  0.185  0.073  0.163  0.233       98
 83:     0.127  0.033  0.062  0.035  0.057  0.687       50
 84:     0.040  0.035  0.035  0.813  0.019  0.058       99
 85:     0.189  0.150  0.167  0.077  0.181  0.237       99
 86:     0.571  0.097  0.069  0.110  0.061  0.091      100
 87:     0.632  0.055  0.081  0.047  0.031  0.154      100
 88:     0.094  0.068  0.065  0.071  0.038  0.665      100
 89:     0.252  0.123  0.178  0.099  0.124  0.224       99
 90:     0.231  0.121  0.071  0.108  0.089  0.380       48
 91:     0.061  0.050  0.066  0.688  0.061  0.074       28
 92:     0.245  0.073  0.052  0.136  0.036  0.458       50
 93:     0.095  0.079  0.047  0.154  0.063  0.562      100
 94:     0.094  0.048  0.048  0.053  0.110  0.647       50
 95:     0.095  0.075  0.070  0.669  0.075  0.017       41
 96:     0.169  0.104  0.147  0.051  0.108  0.422       81
 97:     0.111  0.062  0.053  0.124  0.061  0.589       50
 98:     0.148  0.062  0.126  0.060  0.193  0.411      100
 99:     0.141  0.227  0.160  0.126  0.108  0.239       89
100:     0.295  0.075  0.163  0.077  0.178  0.211       98
101:     0.261  0.095  0.118  0.154  0.077  0.296      100
102:     0.920  0.013  0.007  0.013  0.036  0.011       95
103:     0.174  0.147  0.149  0.074  0.202  0.254       50
104:     0.313  0.128  0.057  0.091  0.041  0.371       70
105:     0.102  0.073  0.043  0.630  0.045  0.107      100
106:     0.156  0.077  0.128  0.041  0.065  0.532       50
107:     0.613  0.041  0.069  0.080  0.046  0.150      100
108:     0.027  0.031  0.139  0.037  0.083  0.684       50
109:     0.167  0.167  0.087  0.087  0.177  0.315      100
110:     0.047  0.061  0.070  0.684  0.081  0.056       41
111:     0.090  0.101  0.045  0.604  0.036  0.124      100
112:     0.113  0.072  0.091  0.038  0.098  0.590       50
113:     0.631  0.038  0.061  0.051  0.037  0.182       97
114:     0.109  0.072  0.056  0.531  0.077  0.156      100
115:     0.171  0.035  0.051  0.116  0.072  0.555       49
116:     0.161  0.075  0.110  0.139  0.066  0.450      100
117:     0.115  0.105  0.176  0.156  0.085  0.362       50
118:     0.110  0.088  0.089  0.075  0.086  0.552      100
119:     0.162  0.127  0.176  0.090  0.161  0.285       90
120:     0.086  0.170  0.259  0.139  0.227  0.120       70
121:     0.137  0.056  0.397  0.040  0.260  0.110       82
122:     0.122  0.061  0.075  0.095  0.597  0.049       66
123:     0.044  0.051  0.750  0.018  0.059  0.078       28
124:     0.013  0.756  0.067  0.097  0.041  0.027       44
125:     0.037  0.806  0.047  0.029  0.047  0.035       60
126:     0.049  0.820  0.026  0.015  0.044  0.046       83
127:     0.030  0.827  0.028  0.033  0.054  0.028       49
128:     0.035  0.838  0.033  0.024  0.036  0.035       84
129:     0.063  0.606  0.072  0.056  0.115  0.088       53
130:     0.047  0.689  0.135  0.023  0.063  0.043       58
131:     0.055  0.710  0.067  0.027  0.110  0.030       78
132:     0.051  0.696  0.087  0.030  0.062  0.075       59
133:     0.064  0.660  0.111  0.043  0.076  0.046       41
134:     0.177  0.525  0.094  0.037  0.122  0.046       42
135:     0.061  0.436  0.128  0.027  0.282  0.067       30
136:     0.027  0.545  0.112  0.006  0.254  0.057       53
137:     0.157  0.075  0.406  0.119  0.091  0.153       58
138:     0.114  0.139  0.249  0.046  0.330  0.122       84
139:     0.059  0.082  0.148  0.043  0.638  0.030       81
140:     0.020  0.018  0.875  0.021  0.019  0.046       30
141:     0.082  0.040  0.261  0.046  0.528  0.044       37
142:     0.032  0.040  0.198  0.036  0.633  0.061       46
143:     0.158  0.037  0.136  0.025  0.584  0.059       55
144:     0.055  0.103  0.115  0.030  0.645  0.052       52
145:     0.079  0.081  0.106  0.039  0.643  0.053       73
146:     0.123  0.129  0.137  0.028  0.525  0.059       73
147:     0.117  0.114  0.097  0.048  0.574  0.049       53
148:     0.063  0.152  0.107  0.029  0.573  0.076       52
149:     0.085  0.077  0.207  0.012  0.554  0.065       44
150:     0.091  0.141  0.179  0.062  0.474  0.052       80
151:     0.055  0.109  0.183  0.068  0.552  0.033       49
152:     0.147  0.134  0.456  0.033  0.031  0.198       34
153:     0.138  0.318  0.119  0.058  0.212  0.156      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
690000:    1.00    0.093    0.013 0.015 0.013 0.024 0.013 0.008    0.023 0.013 0.026 0.016 0.011 0.016 0.037 0.015 0.025 0.025 0.009 0.014 0.037 0.022 0.018   -677468    0 
691000:    1.00    0.095    0.015 0.015 0.014 0.021 0.014 0.010    0.023 0.014 0.028 0.015 0.011 0.017 0.037 0.018 0.026 0.026 0.010 0.015 0.038 0.022 0.019   -677581    0 
692000:    1.00    0.088    0.015 0.017 0.012 0.019 0.014 0.008    0.024 0.014 0.028 0.016 0.012 0.017 0.037 0.016 0.027 0.025 0.009 0.014 0.036 0.021 0.018   -677460    0 
693000:    1.00    0.086    0.015 0.017 0.011 0.020 0.014 0.007    0.024 0.015 0.024 0.017 0.011 0.016 0.034 0.017 0.025 0.020 0.011 0.015 0.034 0.018 0.018   -677797    0 
694000:    1.00    0.085    0.012 0.015 0.013 0.020 0.015 0.009    0.022 0.014 0.025 0.016 0.011 0.017 0.034 0.018 0.025 0.022 0.010 0.016 0.034 0.019 0.018   -677770    0 
695000:    1.00    0.088    0.013 0.017 0.012 0.018 0.011 0.009    0.024 0.013 0.026 0.015 0.010 0.018 0.037 0.016 0.026 0.023 0.010 0.014 0.035 0.020 0.017   -677612    0 
696000:    1.00    0.087    0.013 0.018 0.011 0.019 0.012 0.008    0.024 0.014 0.027 0.016 0.011 0.018 0.038 0.017 0.026 0.023 0.009 0.013 0.036 0.021 0.018   -677516    0 
697000:    1.00    0.088    0.014 0.014 0.011 0.022 0.015 0.008    0.022 0.013 0.026 0.016 0.011 0.016 0.035 0.015 0.025 0.024 0.010 0.014 0.036 0.021 0.018   -677484    0 
698000:    1.00    0.085    0.013 0.015 0.010 0.023 0.015 0.010    0.024 0.013 0.028 0.015 0.010 0.016 0.034 0.016 0.024 0.023 0.010 0.015 0.036 0.022 0.017   -677550    0 
699000:    1.00    0.090    0.015 0.015 0.011 0.017 0.016 0.009    0.023 0.014 0.027 0.016 0.011 0.017 0.036 0.017 0.026 0.023 0.010 0.015 0.036 0.020 0.021   -677555    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.067  0.108  0.194  0.251  0.319  0.061       45
  2:     0.009  0.028  0.036  0.873  0.032  0.022       50
  3:     0.166  0.156  0.179  0.366  0.079  0.054       48
  4:     0.040  0.180  0.332  0.219  0.136  0.092       50
  5:     0.155  0.110  0.387  0.048  0.205  0.094       50
  6:     0.071  0.161  0.349  0.107  0.124  0.188       49
  7:     0.056  0.123  0.483  0.080  0.161  0.098       43
  8:     0.022  0.031  0.632  0.037  0.223  0.054       46
  9:     0.274  0.127  0.198  0.214  0.123  0.063       60
 10:     0.073  0.112  0.328  0.164  0.173  0.150       38
 11:     0.043  0.072  0.627  0.035  0.169  0.054       50
 12:     0.087  0.097  0.438  0.110  0.211  0.057       48
 13:     0.145  0.160  0.255  0.186  0.136  0.118       50
 14:     0.067  0.091  0.135  0.641  0.032  0.035       57
 15:     0.194  0.142  0.159  0.335  0.070  0.099       48
