This is a job step 7


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals
132:     0.055  0.053  0.635  0.097  0.038  0.103  0.019       59
133:     0.035  0.046  0.699  0.098  0.037  0.076  0.010       41
134:     0.112  0.034  0.501  0.082  0.175  0.044  0.053       42
135:     0.045  0.075  0.486  0.216  0.085  0.059  0.034       30
136:     0.032  0.058  0.494  0.215  0.077  0.085  0.039       53
137:     0.136  0.209  0.042  0.093  0.068  0.385  0.067       58
138:     0.072  0.105  0.130  0.217  0.121  0.299  0.057       84
139:     0.025  0.104  0.107  0.625  0.050  0.069  0.022       81
140:     0.003  0.859  0.031  0.044  0.014  0.045  0.005       30
141:     0.025  0.570  0.088  0.164  0.071  0.066  0.016       37
142:     0.089  0.043  0.053  0.590  0.094  0.116  0.015       46
143:     0.056  0.111  0.047  0.577  0.078  0.087  0.044       55
144:     0.065  0.059  0.075  0.625  0.049  0.099  0.027       52
145:     0.057  0.056  0.026  0.668  0.076  0.088  0.029       73
146:     0.037  0.032  0.134  0.441  0.168  0.147  0.041       73
147:     0.052  0.101  0.084  0.538  0.077  0.120  0.028       53
148:     0.066  0.048  0.093  0.637  0.062  0.052  0.042       52
149:     0.086  0.088  0.123  0.451  0.078  0.163  0.011       44
150:     0.043  0.087  0.117  0.514  0.075  0.107  0.057       80
151:     0.071  0.129  0.111  0.425  0.045  0.193  0.026       49
152:     0.130  0.145  0.055  0.069  0.089  0.426  0.086       34
153:     0.140  0.165  0.190  0.182  0.125  0.126  0.072      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D2,3  D2,4  D2,5  D2,6  D2,7  D3,4  D3,5  D3,6  D3,7  D4,5  D4,6  D4,7  D5,6  D5,7  D6,7    Ln Like  Est Ln P(D)
990000:    1.00    0.083    0.013 0.011 0.019 0.015 0.022 0.013 0.025    0.014 0.028 0.021 0.020 0.017 0.022 0.025 0.013 0.020 0.011 0.031 0.019 0.024 0.018 0.039 0.020 0.012 0.040 0.017 0.030 0.025   -675560    0 
991000:    1.00    0.086    0.011 0.013 0.025 0.017 0.022 0.015 0.022    0.015 0.031 0.024 0.020 0.018 0.023 0.027 0.014 0.020 0.011 0.031 0.019 0.028 0.021 0.041 0.021 0.012 0.040 0.019 0.030 0.025   -675339    0 
992000:    1.00    0.087    0.013 0.011 0.019 0.016 0.021 0.013 0.026    0.014 0.030 0.021 0.020 0.017 0.022 0.025 0.013 0.019 0.012 0.032 0.019 0.025 0.018 0.041 0.020 0.013 0.040 0.019 0.029 0.023   -675593    0 
993000:    1.00    0.085    0.014 0.009 0.022 0.015 0.024 0.014 0.023    0.014 0.031 0.024 0.021 0.017 0.025 0.028 0.013 0.020 0.010 0.030 0.020 0.026 0.018 0.042 0.020 0.012 0.043 0.019 0.032 0.025   -675404    0 
994000:    1.00    0.087    0.014 0.011 0.020 0.016 0.017 0.014 0.028    0.013 0.029 0.024 0.019 0.018 0.024 0.026 0.013 0.018 0.011 0.029 0.020 0.023 0.019 0.041 0.020 0.012 0.042 0.017 0.029 0.025   -675558    0 
995000:    1.00    0.088    0.012 0.011 0.021 0.016 0.020 0.014 0.021    0.014 0.031 0.024 0.021 0.017 0.022 0.026 0.014 0.019 0.011 0.028 0.020 0.026 0.019 0.040 0.021 0.012 0.039 0.017 0.027 0.021   -675428    0 
996000:    1.00    0.089    0.012 0.010 0.023 0.016 0.019 0.013 0.025    0.017 0.034 0.027 0.023 0.020 0.024 0.029 0.014 0.021 0.012 0.033 0.021 0.023 0.019 0.044 0.020 0.012 0.043 0.018 0.032 0.027   -675396    0 
997000:    1.00    0.087    0.013 0.010 0.016 0.017 0.023 0.013 0.023    0.012 0.030 0.024 0.021 0.020 0.024 0.024 0.013 0.019 0.011 0.030 0.019 0.024 0.017 0.041 0.020 0.012 0.042 0.020 0.031 0.025   -675365    0 
998000:    1.00    0.085    0.011 0.011 0.020 0.017 0.022 0.015 0.024    0.013 0.029 0.023 0.020 0.017 0.024 0.025 0.013 0.020 0.010 0.030 0.020 0.024 0.017 0.040 0.021 0.012 0.042 0.018 0.030 0.024   -675525    0 
999000:    1.00    0.084    0.014 0.009 0.018 0.015 0.020 0.015 0.027    0.014 0.032 0.022 0.020 0.018 0.022 0.028 0.013 0.018 0.012 0.029 0.019 0.024 0.018 0.042 0.019 0.011 0.039 0.018 0.029 0.025   -675290    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.060  0.040  0.051  0.325  0.153  0.213  0.158       45
  2:     0.012  0.040  0.016  0.013  0.011  0.016  0.892       50
  3:     0.061  0.082  0.103  0.055  0.305  0.227  0.168       48
  4:     0.075  0.055  0.166  0.122  0.162  0.261  0.160       50
  5:     0.147  0.119  0.083  0.124  0.108  0.381  0.039       50
  6:     0.035  0.152  0.156  0.099  0.067  0.383  0.109       49
  7:     0.108  0.105  0.156  0.147  0.149  0.290  0.044       43
  8:     0.035  0.138  0.074  0.242  0.027  0.435  0.049       46
  9:     0.031  0.051  0.053  0.043  0.694  0.091  0.037       60
 10:     0.077  0.163  0.063  0.146  0.103  0.361  0.087       38
 11:     0.054  0.167  0.067  0.092  0.053  0.479  0.087       50
 12:     0.037  0.049  0.081  0.106  0.088  0.600  0.039       48
 13:     0.132  0.043  0.135  0.159  0.178  0.240  0.113       50
 14:     0.085  0.067  0.074  0.035  0.057  0.090  0.592       57
 15:     0.078  0.069  0.120  0.068  0.278  0.099  0.289       48
 16:     0.042  0.043  0.007  0.016  0.012  0.030  0.850       48
 17:     0.089  0.059  0.141  0.103  0.306  0.122  0.180       50
 18:     0.119  0.169  0.100  0.106  0.061  0.379  0.066       44
 19:     0.026  0.047  0.126  0.092  0.111  0.568  0.030       50
 20:     0.041  0.159  0.063  0.157  0.019  0.527  0.034       50
 21:     0.024  0.034  0.015  0.004  0.096  0.036  0.791       48
 22:     0.110  0.031  0.129  0.105  0.120  0.337  0.167       50
 23:     0.072  0.108  0.087  0.070  0.136  0.498  0.030       49
 24:     0.085  0.040  0.092  0.064  0.025  0.606  0.089       50
 25:     0.081  0.178  0.090  0.103  0.073  0.433  0.042       50
 26:     0.079  0.162  0.087  0.148  0.139  0.264  0.121       50
 27:     0.073  0.097  0.089  0.077  0.062  0.059  0.541       55
 28:     0.051  0.057  0.061  0.030  0.247  0.113  0.441       50
 29:     0.058  0.125  0.182  0.340  0.080  0.180  0.036      108
 30:     0.074  0.113  0.139  0.339  0.096  0.177  0.060      109
 31:     0.106  0.152  0.050  0.194  0.064  0.395  0.037       49
 32:     0.066  0.062  0.089  0.135  0.137  0.404  0.107       50
 33:     0.094  0.090  0.023  0.065  0.507  0.100  0.121       50
 34:     0.124  0.096  0.043  0.026  0.121  0.077  0.514       50
 35:     0.066  0.054  0.180  0.040  0.249  0.162  0.249       50
 36:     0.022  0.071  0.156  0.090  0.012  0.620  0.028       39
 37:     0.112  0.156  0.079  0.107  0.080  0.353  0.112       47
 38:     0.088  0.100  0.157  0.088  0.110  0.398  0.059       67
 39:     0.082  0.058  0.037  0.055  0.134  0.541  0.093       34
 40:     0.124  0.084  0.055  0.132  0.115  0.411  0.080       58
 41:     0.123  0.105  0.112  0.105  0.078  0.345  0.132       86
 42:     0.109  0.112  0.119  0.216  0.058  0.329  0.058       44
 43:     0.057  0.171  0.073  0.084  0.072  0.511  0.033       44
 44:     0.062  0.083  0.056  0.036  0.059  0.097  0.607       50
 45:     0.121  0.056  0.039  0.175  0.115  0.440  0.055       35
 46:     0.061  0.091  0.158  0.105  0.167  0.270  0.148       50
 47:     0.079  0.044  0.089  0.107  0.107  0.480  0.095       36
 48:     0.072  0.058  0.091  0.088  0.101  0.185  0.406       53
 49:     0.052  0.051  0.014  0.026  0.032  0.037  0.789       57
 50:     0.087  0.091  0.069  0.079  0.057  0.146  0.471       49
 51:     0.067  0.043  0.107  0.087  0.366  0.161  0.168       42
 52:     0.082  0.134  0.064  0.137  0.048  0.457  0.077       50
 53:     0.034  0.131  0.141  0.527  0.074  0.071  0.022       50
 54:     0.065  0.016  0.169  0.482  0.110  0.110  0.049       44
 55:     0.062  0.120  0.168  0.372  0.077  0.153  0.048       50
 56:     0.049  0.014  0.049  0.811  0.057  0.010  0.010       30
 57:     0.053  0.089  0.116  0.364  0.126  0.210  0.041       50
 58:     0.045  0.090  0.184  0.368  0.100  0.183  0.031       50
 59:     0.014  0.076  0.175  0.353  0.136  0.207  0.039       33
 60:     0.157  0.048  0.075  0.370  0.071  0.240  0.039        9
 61:     0.044  0.114  0.177  0.303  0.160  0.176  0.026       50
 62:     0.031  0.065  0.169  0.512  0.061  0.130  0.032       32
 63:     0.059  0.122  0.168  0.404  0.060  0.151  0.036       50
 64:     0.050  0.068  0.096  0.607  0.030  0.124  0.025       50
 65:     0.009  0.039  0.063  0.776  0.040  0.016  0.058       29
 66:     0.068  0.103  0.178  0.437  0.090  0.066  0.059       50
 67:     0.061  0.124  0.058  0.522  0.097  0.113  0.025       31
 68:     0.089  0.111  0.151  0.326  0.122  0.134  0.067       27
 69:     0.120  0.063  0.223  0.309  0.016  0.182  0.085       20
 70:     0.074  0.087  0.171  0.447  0.069  0.103  0.048       50
 71:     0.071  0.137  0.108  0.111  0.056  0.469  0.048       50
 72:     0.043  0.079  0.133  0.529  0.054  0.091  0.071       37
 73:     0.092  0.060  0.047  0.019  0.033  0.088  0.661       81
 74:     0.640  0.067  0.063  0.025  0.100  0.039  0.066       50
 75:     0.136  0.337  0.187  0.087  0.091  0.131  0.031       50
 76:     0.324  0.196  0.112  0.027  0.079  0.129  0.134       89
 77:     0.076  0.525  0.079  0.044  0.201  0.037  0.037      100
 78:     0.113  0.055  0.021  0.041  0.078  0.026  0.666       94
 79:     0.124  0.293  0.056  0.060  0.061  0.297  0.109      100
 80:     0.555  0.143  0.059  0.022  0.061  0.077  0.083       50
 81:     0.404  0.089  0.129  0.060  0.102  0.162  0.055      100
 82:     0.139  0.333  0.132  0.122  0.126  0.077  0.071       98
 83:     0.151  0.695  0.016  0.017  0.045  0.018  0.058       50
 84:     0.061  0.049  0.022  0.017  0.023  0.034  0.793       99
 85:     0.145  0.315  0.113  0.098  0.106  0.129  0.094       99
 86:     0.476  0.185  0.046  0.047  0.079  0.083  0.084      100
 87:     0.519  0.144  0.055  0.048  0.118  0.060  0.056      100
 88:     0.555  0.148  0.065  0.046  0.064  0.061  0.062      100
 89:     0.208  0.250  0.134  0.093  0.120  0.097  0.098       99
 90:     0.453  0.078  0.096  0.035  0.069  0.095  0.173       48
 91:     0.083  0.060  0.029  0.054  0.041  0.104  0.629       28
 92:     0.565  0.087  0.109  0.031  0.099  0.026  0.083       50
 93:     0.593  0.053  0.056  0.069  0.077  0.034  0.118      100
 94:     0.616  0.060  0.085  0.035  0.040  0.074  0.089       50
 95:     0.059  0.015  0.058  0.037  0.175  0.123  0.533       41
 96:     0.330  0.232  0.113  0.090  0.080  0.084  0.071       81
 97:     0.506  0.150  0.047  0.037  0.078  0.089  0.092       50
 98:     0.069  0.709  0.028  0.060  0.037  0.058  0.038      100
 99:     0.186  0.246  0.166  0.071  0.128  0.129  0.073       89
100:     0.077  0.534  0.065  0.122  0.120  0.055  0.027       98
101:     0.277  0.177  0.080  0.073  0.136  0.088  0.170      100
102:     0.015  0.013  0.009  0.010  0.940  0.008  0.005       95
103:     0.155  0.433  0.101  0.096  0.041  0.135  0.038       50
104:     0.543  0.131  0.073  0.030  0.090  0.081  0.053       70
105:     0.102  0.059  0.043  0.046  0.072  0.037  0.641      100
106:     0.456  0.187  0.081  0.024  0.077  0.073  0.102       50
107:     0.517  0.107  0.046  0.033  0.145  0.099  0.052      100
108:     0.052  0.767  0.011  0.023  0.028  0.036  0.084       50
109:     0.205  0.214  0.166  0.082  0.088  0.144  0.102      100
110:     0.042  0.044  0.064  0.046  0.083  0.029  0.692       41
111:     0.091  0.072  0.058  0.034  0.093  0.068  0.586      100
112:     0.159  0.506  0.067  0.067  0.074  0.049  0.078       50
113:     0.526  0.228  0.017  0.048  0.057  0.055  0.069       97
114:     0.065  0.075  0.064  0.077  0.163  0.057  0.500      100
115:     0.624  0.055  0.034  0.065  0.105  0.061  0.056       49
116:     0.421  0.122  0.071  0.037  0.133  0.085  0.130      100
117:     0.171  0.292  0.072  0.075  0.041  0.150  0.198       50
118:     0.224  0.475  0.074  0.055  0.031  0.043  0.099      100
119:     0.194  0.235  0.110  0.086  0.158  0.136  0.081       90
120:     0.073  0.120  0.200  0.212  0.131  0.173  0.092       70
121:     0.055  0.324  0.032  0.221  0.174  0.159  0.035       82
122:     0.035  0.036  0.058  0.058  0.690  0.064  0.060       66
123:     0.153  0.036  0.063  0.028  0.049  0.596  0.075       28
124:     0.020  0.030  0.779  0.049  0.027  0.042  0.054       44
125:     0.029  0.049  0.749  0.073  0.027  0.032  0.041       60
126:     0.025  0.031  0.763  0.071  0.062  0.021  0.027       83
127:     0.009  0.067  0.684  0.105  0.042  0.034  0.059       49
128:     0.026  0.042  0.787  0.038  0.037  0.038  0.031       84
129:     0.048  0.068  0.540  0.157  0.048  0.084  0.056       53
130:     0.072  0.039  0.658  0.079  0.050  0.097  0.005       58
131:     0.039  0.037  0.678  0.103  0.067  0.045  0.031       78
132:     0.066  0.062  0.655  0.070  0.045  0.066  0.037       59
133:     0.028  0.081  0.603  0.104  0.087  0.045  0.052       41
134:     0.096  0.037  0.557  0.119  0.127  0.039  0.026       42
135:     0.053  0.135  0.369  0.291  0.065  0.074  0.014       30
136:     0.087  0.045  0.525  0.174  0.069  0.085  0.015       53
137:     0.162  0.171  0.076  0.124  0.058  0.293  0.117       58
138:     0.074  0.106  0.146  0.258  0.057  0.289  0.069       84
139:     0.033  0.104  0.103  0.589  0.076  0.047  0.048       81
140:     0.028  0.794  0.038  0.034  0.009  0.090  0.008       30
141:     0.080  0.499  0.041  0.164  0.069  0.136  0.011       37
142:     0.071  0.063  0.071  0.617  0.081  0.067  0.030       46
143:     0.075  0.115  0.068  0.500  0.112  0.093  0.037       55
144:     0.044  0.089  0.084  0.602  0.062  0.101  0.018       52
145:     0.042  0.066  0.056  0.636  0.089  0.084  0.027       73
146:     0.057  0.085  0.142  0.411  0.139  0.119  0.048       73
147:     0.026  0.100  0.090  0.577  0.052  0.117  0.037       53
148:     0.053  0.087  0.093  0.624  0.040  0.079  0.024       52
149:     0.057  0.107  0.074  0.472  0.073  0.208  0.010       44
150:     0.053  0.118  0.136  0.489  0.080  0.082  0.043       80
151:     0.021  0.168  0.146  0.431  0.060  0.130  0.045       49
152:     0.125  0.138  0.141  0.082  0.081  0.355  0.078       34
153:     0.142  0.150  0.262  0.206  0.068  0.083  0.089      100
--------------------------------------------

   Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D2,3  D2,4  D2,5  D2,6  D2,7  D3,4  D3,5  D3,6  D3,7  D4,5  D4,6  D4,7  D5,6  D5,7  D6,7    Ln Like  Est Ln P(D)
1000000:    1.00    0.084    0.013 0.010 0.018 0.015 0.022 0.013 0.026    0.014 0.030 0.024 0.020 0.018 0.024 0.026 0.014 0.020 0.011 0.030 0.018 0.026 0.019 0.041 0.021 0.012 0.040 0.018 0.029 0.022   -675360    0 
1001000:    1.00    0.085    0.012 0.009 0.017 0.015 0.023 0.015 0.024    0.013 0.027 0.023 0.021 0.019 0.024 0.023 0.014 0.018 0.011 0.029 0.017 0.022 0.018 0.039 0.020 0.012 0.042 0.019 0.031 0.025   -675581    0 
1002000:    1.00    0.083    0.012 0.008 0.019 0.015 0.019 0.015 0.024    0.013 0.030 0.021 0.019 0.017 0.022 0.026 0.012 0.018 0.012 0.030 0.020 0.025 0.019 0.042 0.018 0.012 0.038 0.018 0.030 0.024   -675507    0 
1003000:    1.00    0.085    0.012 0.010 0.025 0.013 0.021 0.013 0.024    0.013 0.030 0.024 0.019 0.017 0.023 0.027 0.014 0.017 0.011 0.030 0.020 0.025 0.018 0.040 0.020 0.011 0.040 0.017 0.029 0.023   -675498    0 
1004000:    1.00    0.088    0.013 0.008 0.019 0.014 0.019 0.013 0.024    0.015 0.030 0.024 0.020 0.018 0.023 0.027 0.012 0.019 0.011 0.032 0.021 0.026 0.020 0.043 0.020 0.012 0.042 0.018 0.029 0.026   -675561    0 
1005000:    1.00    0.090    0.013 0.009 0.023 0.014 0.019 0.014 0.025    0.013 0.033 0.023 0.020 0.018 0.025 0.028 0.013 0.020 0.011 0.029 0.021 0.026 0.019 0.044 0.020 0.011 0.041 0.018 0.030 0.025   -675567    0 
1006000:    1.00    0.090    0.012 0.009 0.020 0.017 0.023 0.014 0.028    0.014 0.031 0.024 0.019 0.019 0.027 0.026 0.014 0.017 0.012 0.033 0.019 0.025 0.019 0.045 0.021 0.013 0.045 0.019 0.031 0.028   -675330    0 
1007000:    1.00    0.091    0.011 0.009 0.024 0.017 0.025 0.014 0.027    0.015 0.030 0.024 0.020 0.019 0.024 0.027 0.013 0.019 0.010 0.031 0.019 0.026 0.017 0.044 0.020 0.012 0.041 0.018 0.031 0.026   -675433    0 
1008000:    1.00    0.093    0.011 0.011 0.021 0.016 0.019 0.012 0.030    0.015 0.030 0.024 0.019 0.018 0.025 0.027 0.012 0.020 0.011 0.033 0.019 0.024 0.019 0.041 0.022 0.013 0.044 0.020 0.031 0.025   -675657    0 
1009000:    1.00    0.089    0.014 0.009 0.020 0.016 0.018 0.013 0.029    0.013 0.033 0.025 0.021 0.018 0.025 0.029 0.013 0.019 0.011 0.031 0.022 0.027 0.020 0.046 0.021 0.012 0.044 0.019 0.033 0.025   -675318    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.061  0.048  0.090  0.198  0.111  0.271  0.221       45
  2:     0.012  0.033  0.024  0.007  0.019  0.023  0.881       50
  3:     0.047  0.073  0.127  0.079  0.256  0.128  0.290       48
  4:     0.094  0.052  0.166  0.112  0.173  0.225  0.178       50
  5:     0.070  0.138  0.069  0.088  0.160  0.449  0.027       50
  6:     0.052  0.153  0.169  0.095  0.066  0.379  0.085       49
  7:     0.063  0.182  0.120  0.231  0.071  0.270  0.063       43
  8:     0.046  0.144  0.115  0.214  0.057  0.372  0.053       46
  9:     0.039  0.059  0.104  0.036  0.644  0.056  0.061       60
 10:     0.074  0.154  0.087  0.146  0.149  0.319  0.071       38
 11:     0.036  0.149  0.066  0.150  0.057  0.483  0.060       50
 12:     0.033  0.157  0.068  0.124  0.075  0.497  0.047       48
 13:     0.120  0.064  0.126  0.154  0.173  0.225  0.139       50
 14:     0.083  0.048  0.057  0.042  0.053  0.112  0.605       57
 15:     0.069  0.078  0.182  0.059  0.275  0.063  0.275       48
 16:     0.036  0.052  0.013  0.021  0.012  0.019  0.846       48
 17:     0.075  0.056  0.116  0.126  0.226  0.118  0.283       50
 18:     0.102  0.184  0.086  0.147  0.064  0.352  0.064       44
 19:     0.023  0.062  0.061  0.074  0.121  0.562  0.098       50
 20:     0.056  0.079  0.051  0.190  0.027  0.569  0.028       50
 21:     0.013  0.050  0.018  0.019  0.038  0.029  0.833       48
 22:     0.085  0.044  0.119  0.097  0.065  0.430  0.159       50
 23:     0.095  0.126  0.074  0.121  0.087  0.460  0.037       49
 24:     0.055  0.065  0.102  0.051  0.087  0.562  0.078       50
 25:     0.134  0.172  0.046  0.191  0.059  0.338  0.060       50
 26:     0.104  0.150  0.077  0.115  0.125  0.356  0.072       50
 27:     0.117  0.116  0.129  0.033  0.095  0.043  0.468       55
 28:     0.067  0.122  0.082  0.052  0.147  0.069  0.461       50
 29:     0.068  0.083  0.169  0.304  0.145  0.188  0.042      108
 30:     0.080  0.117  0.204  0.274  0.067  0.184  0.074      109
 31:     0.056  0.066  0.100  0.122  0.062  0.547  0.048       49
 32:     0.089  0.090  0.137  0.110  0.128  0.354  0.091       50
 33:     0.174  0.073  0.056  0.042  0.480  0.075  0.100       50
 34:     0.106  0.173  0.081  0.044  0.117  0.050  0.428       50
 35:     0.053  0.179  0.107  0.034  0.204  0.215  0.208       50
 36:     0.032  0.072  0.057  0.063  0.088  0.637  0.050       39
 37:     0.132  0.179  0.138  0.073  0.078  0.317  0.083       47
 38:     0.057  0.143  0.118  0.075  0.120  0.411  0.075       67
 39:     0.059  0.052  0.034  0.042  0.138  0.616  0.060       34
 40:     0.084  0.139  0.021  0.090  0.109  0.487  0.071       58
 41:     0.148  0.131  0.105  0.095  0.101  0.318  0.102       86
 42:     0.073  0.152  0.066  0.284  0.079  0.280  0.067       44
 43:     0.069  0.073  0.053  0.120  0.044  0.596  0.045       44
 44:     0.105  0.092  0.058  0.057  0.070  0.091  0.527       50
 45:     0.141  0.055  0.156  0.183  0.072  0.336  0.058       35
 46:     0.061  0.105  0.090  0.099  0.217  0.329  0.098       50
 47:     0.044  0.058  0.106  0.067  0.224  0.452  0.049       36
 48:     0.120  0.071  0.088  0.066  0.106  0.147  0.402       53
 49:     0.078  0.020  0.015  0.041  0.011  0.092  0.743       57
 50:     0.115  0.069  0.055  0.068  0.052  0.139  0.502       49
 51:     0.081  0.127  0.119  0.077  0.270  0.229  0.099       42
 52:     0.115  0.100  0.061  0.157  0.060  0.443  0.064       50
 53:     0.048  0.123  0.131  0.529  0.046  0.105  0.017       50
 54:     0.040  0.059  0.220  0.341  0.153  0.135  0.053       44
 55:     0.068  0.066  0.197  0.306  0.117  0.168  0.078       50
 56:     0.022  0.002  0.038  0.872  0.016  0.029  0.021       30
 57:     0.049  0.094  0.151  0.241  0.138  0.270  0.057       50
 58:     0.011  0.152  0.235  0.273  0.110  0.195  0.025       50
 59:     0.037  0.032  0.146  0.457  0.120  0.142  0.066       33
 60:     0.106  0.066  0.165  0.270  0.092  0.277  0.023        9
 61:     0.048  0.040  0.124  0.344  0.201  0.213  0.031       50
 62:     0.022  0.089  0.261  0.306  0.114  0.120  0.088       32
 63:     0.054  0.080  0.154  0.416  0.061  0.153  0.082       50
 64:     0.065  0.066  0.059  0.546  0.108  0.117  0.040       50
 65:     0.015  0.029  0.089  0.739  0.029  0.031  0.068       29
 66:     0.072  0.044  0.183  0.316  0.112  0.188  0.086       50
 67:     0.104  0.075  0.097  0.431  0.141  0.115  0.036       31
 68:     0.065  0.084  0.193  0.249  0.168  0.203  0.038       27
 69:     0.036  0.089  0.238  0.153  0.140  0.286  0.058       20
 70:     0.068  0.070  0.207  0.319  0.081  0.190  0.066       50
 71:     0.064  0.075  0.081  0.089  0.073  0.549  0.069       50
 72:     0.080  0.100  0.142  0.427  0.057  0.138  0.056       37
 73:     0.079  0.092  0.053  0.053  0.033  0.082  0.608       81
 74:     0.657  0.065  0.102  0.022  0.058  0.056  0.040       50
 75:     0.109  0.242  0.117  0.160  0.164  0.143  0.066       50
 76:     0.334  0.159  0.064  0.048  0.107  0.174  0.114       89
 77:     0.154  0.409  0.060  0.045  0.238  0.038  0.058      100
 78:     0.140  0.056  0.049  0.039  0.071  0.040  0.606       94
 79:     0.143  0.254  0.038  0.073  0.075  0.263  0.154      100
 80:     0.560  0.122  0.075  0.040  0.054  0.069  0.080       50
 81:     0.409  0.112  0.116  0.075  0.088  0.144  0.055      100
 82:     0.107  0.365  0.121  0.102  0.128  0.115  0.061       98
 83:     0.128  0.729  0.014  0.039  0.032  0.018  0.040       50
 84:     0.034  0.027  0.023  0.024  0.027  0.023  0.842       99
 85:     0.082  0.355  0.087  0.113  0.161  0.139  0.062       99
 86:     0.465  0.141  0.066  0.049  0.099  0.102  0.077      100
 87:     0.611  0.084  0.044  0.052  0.089  0.063  0.058      100
 88:     0.536  0.166  0.057  0.036  0.061  0.079  0.066      100
 89:     0.296  0.159  0.094  0.090  0.190  0.077  0.093       99
 90:     0.456  0.095  0.098  0.108  0.024  0.086  0.133       48
 91:     0.071  0.068  0.047  0.079  0.040  0.056  0.638       28
 92:     0.557  0.130  0.066  0.038  0.080  0.038  0.092       50
 93:     0.592  0.083  0.033  0.077  0.038  0.060  0.118      100
 94:     0.554  0.119  0.101  0.056  0.031  0.054  0.085       50
 95:     0.064  0.041  0.072  0.047  0.116  0.086  0.574       41
 96:     0.282  0.224  0.129  0.093  0.121  0.059  0.091       81
 97:     0.484  0.095  0.097  0.093  0.105  0.060  0.065       50
 98:     0.082  0.654  0.036  0.076  0.043  0.063  0.047      100
 99:     0.188  0.245  0.146  0.112  0.078  0.148  0.083       89
100:     0.096  0.443  0.069  0.151  0.128  0.059  0.054       98
101:     0.251  0.226  0.065  0.078  0.141  0.082  0.156      100
102:     0.009  0.010  0.009  0.024  0.915  0.014  0.019       95
103:     0.108  0.577  0.057  0.086  0.052  0.092  0.027       50
104:     0.524  0.153  0.062  0.051  0.071  0.056  0.083       70
105:     0.116  0.047  0.067  0.037  0.073  0.052  0.608      100
106:     0.443  0.203  0.053  0.059  0.102  0.062  0.078       50
107:     0.581  0.088  0.045  0.053  0.117  0.054  0.062      100
108:     0.084  0.697  0.029  0.075  0.033  0.042  0.040       50
109:     0.258  0.127  0.145  0.135  0.130  0.118  0.087      100
110:     0.073  0.054  0.071  0.011  0.039  0.091  0.661       41
111:     0.075  0.075  0.077  0.044  0.117  0.066  0.547      100
112:     0.224  0.478  0.041  0.082  0.031  0.048  0.096       50
113:     0.621  0.146  0.022  0.058  0.048  0.057  0.048       97
114:     0.104  0.100  0.072  0.038  0.169  0.045  0.472      100
115:     0.568  0.135  0.054  0.035  0.033  0.061  0.115       49
116:     0.399  0.161  0.082  0.056  0.127  0.071  0.103      100
117:     0.209  0.341  0.093  0.047  0.062  0.090  0.158       50
118:     0.217  0.425  0.039  0.076  0.052  0.071  0.120      100
