BBA_1	 pop_1 	Ssa197 	179 	187
CCR_17	 pop_5 	SSOSL417 	175 	189
CCR_18	 pop_5 	SSOSL417 	173 	203
CCR_19	 pop_5 	SSOSL417 	175 	203
CCR_20	 pop_5 	SSOSL417 	171 	207
CCR_21	 pop_5 	SSOSL417 	171 	207
CCR_22	 pop_5 	SSOSL417 	163 	195
CCR_23	 pop_5 	SSOSL417 	159 	189
CCR_24	 pop_5 	SSOSL417 	159 	175
CCR_25	 pop_5 	SSOSL417 	175 	183
CCR_26	 pop_5 	SSOSL417 	195 	209
CCR_27	 pop_5 	SSOSL417 	189 	205
CCR_28	 pop_5 	SSOSL417 	171 	203
CCR_29	 pop_5 	SSOSL417 	159 	207
CCR_30	 pop_5 	SSOSL417 	159 	159
CCR_31	 pop_5 	SSOSL417 	207 	207
CCR_32	 pop_5 	SSOSL417 	175 	189
CCR_33	 pop_5 	SSOSL417 	159 	189
CCR_34	 pop_5 	SSOSL417 	159 	179
CCR_35	 pop_5 	SSOSL417 	173 	189
CCR_36	 pop_5 	SSOSL417 	159 	205
CCR_37	 pop_5 	SSOSL417 	205 	207
CCR_38	 pop_5 	SSOSL417 	205 	209
CCR_39	 pop_5 	SSOSL417 	159 	207
CCR_40	 pop_5 	SSOSL417 	171 	173
CCR_41	 pop_5 	SSOSL417 	159 	171
CCR_42	 pop_5 	SSOSL417 	159 	205
CCR_43	 pop_5 	SSOSL417 	173 	205
CCR_44	 pop_5 	SSOSL417 	171 	209
CCR_45	 pop_5 	SSOSL417 	159 	207
CCR_46	 pop_5 	SSOSL417 	175 	205
CCR_47	 pop_5 	SSOSL417 	159 	175
CCR_48	 pop_5 	SSOSL417 	159 	159
CCR_49	 pop_5 	SSOSL417 	205 	205
CCR_50	 pop_5 	SSOSL417 	171 	205
CCR_51	 pop_5 	SSOSL417 	159 	205
CCR_52	 pop_5 	SSOSL417 	159 	205
CCR_53	 pop_5 	SSOSL417 	159 	207
CCR_54	 pop_5 	SSOSL417 	171 	205
CCR_55	 pop_5 	SSOSL417 	207 	209
CCR_56	 pop_5 	SSOSL417 	203 	207
CCR_57	 pop_5 	SSOSL417 	159 	171
CCR_58	 pop_5 	SSOSL417 	175 	175
CCR_59	 pop_5 	SSOSL417 	171 	175
CCR_60	 pop_5 	SSOSL417 	171 	205
CCR_61	 pop_5 	SSOSL417 	205 	207
CCR_62	 pop_5 	SSOSL417 	171 	179
CCR_63	 pop_5 	SSOSL417 	175 	203
CCR_64	 pop_5 	SSOSL417 	189 	205
CCR_65	 pop_5 	SSOSL417 	173 	189
CCR_66	 pop_5 	SSOSL417 	179 	203
CCR_67	 pop_5 	SSOSL417 	159 	167
CCR_68	 pop_5 	SSOSL417 	175 	207
CCR_69	 pop_5 	SSOSL417 	203 	205
CCR_70	 pop_5 	SSOSL417 	205 	209
CCR_71	 pop_5 	SSOSL417 	179 	189
CCR_72	 pop_5 	SSOSL417 	203 	205
CCR_73	 pop_5 	SSOSL417 	159 	203
CCR_74	 pop_5 	SSOSL417 	171 	193
CCR_75	 pop_5 	SSOSL417 	203 	203
CCR_76	 pop_5 	SSOSL417 	159 	159
CCR_77	 pop_5 	SSOSL417 	159 	205
CCR_78	 pop_5 	SSOSL417 	173 	175
CCR_79	 pop_5 	SSOSL417 	167 	171
CCR_80	 pop_5 	SSOSL417 	159 	197
CMB_1	 pop_6 	SSOSL417 	173 	173
CMB_2	 pop_6 	SSOSL417 	159 	173
CMB_3	 pop_6 	SSOSL417 	175 	201
CMB_4	 pop_6 	SSOSL417 	159 	175
CMB_5	 pop_6 	SSOSL417 	173 	173
CMB_6	 pop_6 	SSOSL417 	173 	197
CMB_7	 pop_6 	SSOSL417 	159 	159
CMB_8	 pop_6 	SSOSL417 	173 	175
CMB_9	 pop_6 	SSOSL417 	171 	175
CMB_10	 pop_6 	SSOSL417 	173 	173
CMB_11	 pop_6 	SSOSL417 	187 	205
CMB_12	 pop_6 	SSOSL417 	159 	175
CMB_13	 pop_6 	SSOSL417 	173 	175
CMB_14	 pop_6 	SSOSL417 	163 	175
CMB_15	 pop_6 	SSOSL417 	159 	175
CMB_16	 pop_6 	SSOSL417 	173 	175
CMB_17	 pop_6 	SSOSL417 	175 	205
CMB_18	 pop_6 	SSOSL417 	173 	197
CMB_19	 pop_6 	SSOSL417 	175 	197
CMB_20	 pop_6 	SSOSL417 	163 	171
CMB_21	 pop_6 	SSOSL417 	173 	173
CMB_22	 pop_6 	SSOSL417 	159 	205
CMB_23	 pop_6 	SSOSL417 	173 	175
CMB_24	 pop_6 	SSOSL417 	175 	175
CMB_25	 pop_6 	SSOSL417 	189 	205
CMB_26	 pop_6 	SSOSL417 	159 	159
CMB_27	 pop_6 	SSOSL417 	171 	173
CMB_28	 pop_6 	SSOSL417 	163 	205
CMB_29	 pop_6 	SSOSL417 	159 	205
CMB_30	 pop_6 	SSOSL417 	159 	175
CMB_31	 pop_6 	SSOSL417 	159 	163
CMB_32	 pop_6 	SSOSL417 	163 	175
CMB_33	 pop_6 	SSOSL417 	173 	175
CMB_34	 pop_6 	SSOSL417 	193 	199
CMB_35	 pop_6 	SSOSL417 	159 	173
CMB_36	 pop_6 	SSOSL417 	163 	175
CMB_37	 pop_6 	SSOSL417 	175 	175
CMB_38	 pop_6 	SSOSL417 	173 	175
CMB_39	 pop_6 	SSOSL417 	163 	175
CMB_40	 pop_6 	SSOSL417 	205 	205
CMB_41	 pop_6 	SSOSL417 	163 	173
CMB_42	 pop_6 	SSOSL417 	205 	205
CMB_43	 pop_6 	SSOSL417 	159 	175
CMB_44	 pop_6 	SSOSL417 	159 	171
CMB_45	 pop_6 	SSOSL417 	159 	175
CMB_46	 pop_6 	SSOSL417 	173 	173
CMB_47	 pop_6 	SSOSL417 	173 	173
CMB_48	 pop_6 	SSOSL417 	159 	163
CMB_49	 pop_6 	SSOSL417 	159 	205
CMB_50	 pop_6 	SSOSL417 	159 	175
CMB_51	 pop_6 	SSOSL417 	159 	159
CMB_52	 pop_6 	SSOSL417 	159 	197
CMB_53	 pop_6 	SSOSL417 	175 	205
CMB_54	 pop_6 	SSOSL417 	159 	173
CMB_55	 pop_6 	SSOSL417 	175 	205
CMB_56	 pop_6 	SSOSL417 	175 	187
CMB_57	 pop_6 	SSOSL417 	159 	207
CMB_58	 pop_6 	SSOSL417 	159 	205
CMB_59	 pop_6 	SSOSL417 	163 	173
CMB_60	 pop_6 	SSOSL417 	187 	205
CMB_61	 pop_6 	SSOSL417 	175 	205
CMB_62	 pop_6 	SSOSL417 	159 	159
CMB_63	 pop_6 	SSOSL417 	159 	187
CMB_64	 pop_6 	SSOSL417 	159 	173
CMB_65	 pop_6 	SSOSL417 	197 	205
CMB_66	 pop_6 	SSOSL417 	175 	205
CMB_67	 pop_6 	SSOSL417 	173 	205
CMB_68	 pop_6 	SSOSL417 	159 	175
CMB_69	 pop_6 	SSOSL417 	205 	205
CMB_70	 pop_6 	SSOSL417 	173 	175
CMB_71	 pop_6 	SSOSL417 	167 	205
CMB_72	 pop_6 	SSOSL417 	175 	207
CMB_73	 pop_6 	SSOSL417 	171 	171
CMB_74	 pop_6 	SSOSL417 	173 	205
CMB_75	 pop_6 	SSOSL417 	173 	177
CMB_76	 pop_6 	SSOSL417 	159 	171
CMB_77	 pop_6 	SSOSL417 	205 	205
CNR_1	 pop_7 	SSOSL417 	205 	205
CNR_2	 pop_7 	SSOSL417 	175 	205
CNR_3	 pop_7 	SSOSL417 	175 	209
CNR_4	 pop_7 	SSOSL417 	163 	175
CNR_5	 pop_7 	SSOSL417 	173 	175
CNR_6	 pop_7 	SSOSL417 	171 	173
CNR_7	 pop_7 	SSOSL417 	167 	173
CNR_8	 pop_7 	SSOSL417 	175 	205
CNR_9	 pop_7 	SSOSL417 	175 	175
CNR_10	 pop_7 	SSOSL417 	175 	175
CNR_11	 pop_7 	SSOSL417 	159 	171
CNR_12	 pop_7 	SSOSL417 	175 	199
CNR_13	 pop_7 	SSOSL417 	173 	205
CNR_14	 pop_7 	SSOSL417 	173 	205
CNR_15	 pop_7 	SSOSL417 	171 	175
CNR_16	 pop_7 	SSOSL417 	175 	175
CNR_17	 pop_7 	SSOSL417 	175 	175
CNR_18	 pop_7 	SSOSL417 	175 	175
CNR_19	 pop_7 	SSOSL417 	175 	197
CNR_20	 pop_7 	SSOSL417 	175 	205
CNR_21	 pop_7 	SSOSL417 	205 	205
CNR_22	 pop_7 	SSOSL417 	175 	175
CNR_23	 pop_7 	SSOSL417 	175 	175
CNR_24	 pop_7 	SSOSL417 	173 	175
CNR_25	 pop_7 	SSOSL417 	175 	175
CNR_26	 pop_7 	SSOSL417 	175 	175
CNR_27	 pop_7 	SSOSL417 	173 	175
CNR_28	 pop_7 	SSOSL417 	171 	175
CNR_29	 pop_7 	SSOSL417 	175 	175
CNR_30	 pop_7 	SSOSL417 	163 	173
CNR_31	 pop_7 	SSOSL417 	159 	205
CNR_32	 pop_7 	SSOSL417 	159 	205
CNR_33	 pop_7 	SSOSL417 	175 	175
CNR_34	 pop_7 	SSOSL417 	159 	175
CNR_35	 pop_7 	SSOSL417 	163 	175
CNR_36	 pop_7 	SSOSL417 	163 	175
CNR_37	 pop_7 	SSOSL417 	171 	175
CNR_38	 pop_7 	SSOSL417 	159 	173
CNR_39	 pop_7 	SSOSL417 	163 	175
CNR_40	 pop_7 	SSOSL417 	159 	173
CNR_41	 pop_7 	SSOSL417 	175 	175
CNR_42	 pop_7 	SSOSL417 	175 	197
CNR_43	 pop_7 	SSOSL417 	173 	175
CNR_44	 pop_7 	SSOSL417 	175 	175
CNR_45	 pop_7 	SSOSL417 	175 	175
CNR_46	 pop_7 	SSOSL417 	173 	175
CNR_47	 pop_7 	SSOSL417 	175 	175
CNR_48	 pop_7 	SSOSL417 	173 	175
CNR_49	 pop_7 	SSOSL417 	173 	175
CNR_50	 pop_7 	SSOSL417 	171 	197
CNR_51	 pop_7 	SSOSL417 	163 	173
CNR_52	 pop_7 	SSOSL417 	205 	209
CNR_53	 pop_7 	SSOSL417 	163 	175
CNR_54	 pop_7 	SSOSL417 	173 	197
CNR_55	 pop_7 	SSOSL417 	175 	205
CNR_56	 pop_7 	SSOSL417 	173 	205
CNR_57	 pop_7 	SSOSL417 	173 	205
CNR_58	 pop_7 	SSOSL417 	175 	175
CNR_59	 pop_7 	SSOSL417 	173 	175
CNR_60	 pop_7 	SSOSL417 	159 	205
CNR_61	 pop_7 	SSOSL417 	173 	175
CNR_62	 pop_7 	SSOSL417 	159 	205
CNR_63	 pop_7 	SSOSL417 	171 	175
CNR_64	 pop_7 	SSOSL417 	159 	173
CNR_65	 pop_7 	SSOSL417 	159 	163
CNR_66	 pop_7 	SSOSL417 	175 	205
CNR_67	 pop_7 	SSOSL417 	163 	173
CNR_68	 pop_7 	SSOSL417 	159 	181
CNR_69	 pop_7 	SSOSL417 	173 	187
CNR_70	 pop_7 	SSOSL417 	173 	175
CNR_71	 pop_7 	SSOSL417 	173 	175
CNR_72	 pop_7 	SSOSL417 	159 	163
CNR_73	 pop_7 	SSOSL417 	173 	205
CNR_74	 pop_7 	SSOSL417 	163 	205
CNR_75	 pop_7 	SSOSL417 	175 	205
CNR_76	 pop_7 	SSOSL417 	173 	175
CNR_77	 pop_7 	SSOSL417 	205 	205
CNR_78	 pop_7 	SSOSL417 	159 	205
CNR_79	 pop_7 	SSOSL417 	159 	175
CNR_80	 pop_7 	SSOSL417 	173 	173
CNR_81	 pop_7 	SSOSL417 	175 	205
CNR_82	 pop_7 	SSOSL417 	175 	175
CNR_83	 pop_7 	SSOSL417 	163 	175
CNR_84	 pop_7 	SSOSL417 	173 	175
CNR_85	 pop_7 	SSOSL417 	173 	205
CNR_86	 pop_7 	SSOSL417 	159 	175
CNR_87	 pop_7 	SSOSL417 	173 	175
CNR_88	 pop_7 	SSOSL417 	173 	175
CNR_89	 pop_7 	SSOSL417 	175 	175
CNR_90	 pop_7 	SSOSL417 	171 	173
CNR_91	 pop_7 	SSOSL417 	159 	173
CNR_92	 pop_7 	SSOSL417 	173 	205
CNR_93	 pop_7 	SSOSL417 	173 	173
CNR_94	 pop_7 	SSOSL417 	173 	175
CNR_95	 pop_7 	SSOSL417 	175 	175
CNR_96	 pop_7 	SSOSL417 	175 	175
CNR_97	 pop_7 	SSOSL417 	173 	175
CNR_98	 pop_7 	SSOSL417 	175 	205
CNR_99	 pop_7 	SSOSL417 	173 	175
DHB_1	 pop_8 	SSOSL417 	173 	203
DHB_2	 pop_8 	SSOSL417 	173 	175
DHB_3	 pop_8 	SSOSL417 	205 	207
DHB_4	 pop_8 	SSOSL417 	159 	159
DHB_5	 pop_8 	SSOSL417 	171 	207
DHB_6	 pop_8 	SSOSL417 	173 	193
DHB_7	 pop_8 	SSOSL417 	173 	175
DHB_8	 pop_8 	SSOSL417 	197 	205
DHB_9	 pop_8 	SSOSL417 	171 	173
DHB_10	 pop_8 	SSOSL417 	159 	209
DHB_11	 pop_8 	SSOSL417 	173 	205
DHB_12	 pop_8 	SSOSL417 	159 	205
DHB_13	 pop_8 	SSOSL417 	193 	207
DHB_14	 pop_8 	SSOSL417 	175 	193
DHB_15	 pop_8 	SSOSL417 	171 	193
DHB_16	 pop_8 	SSOSL417 	171 	193
DHB_17	 pop_8 	SSOSL417 	159 	209
DHB_18	 pop_8 	SSOSL417 	171 	173
DHB_19	 pop_8 	SSOSL417 	159 	175
DHB_20	 pop_8 	SSOSL417 	171 	207
DHB_21	 pop_8 	SSOSL417 	175 	205
DHB_22	 pop_8 	SSOSL417 	171 	171
DHB_23	 pop_8 	SSOSL417 	159 	207
DHB_24	 pop_8 	SSOSL417 	171 	175
DHB_25	 pop_8 	SSOSL417 	189 	205
DHB_26	 pop_8 	SSOSL417 	159 	175
DHB_27	 pop_8 	SSOSL417 	171 	175
DHB_28	 pop_8 	SSOSL417 	175 	203
DHB_29	 pop_8 	SSOSL417 	175 	175
DHB_30	 pop_8 	SSOSL417 	159 	193
DHB_31	 pop_8 	SSOSL417 	159 	193
DHB_32	 pop_8 	SSOSL417 	173 	193
DHB_33	 pop_8 	SSOSL417 	159 	171
DHB_34	 pop_8 	SSOSL417 	159 	209
DHB_35	 pop_8 	SSOSL417 	159 	209
DHB_36	 pop_8 	SSOSL417 	159 	159
DHB_37	 pop_8 	SSOSL417 	159 	173
DHB_38	 pop_8 	SSOSL417 	159 	175
DHB_39	 pop_8 	SSOSL417 	175 	205
DHB_40	 pop_8 	SSOSL417 	173 	207
DHB_41	 pop_8 	SSOSL417 	159 	193
DHB_42	 pop_8 	SSOSL417 	171 	175
DHB_43	 pop_8 	SSOSL417 	171 	189
DHB_44	 pop_8 	SSOSL417 	159 	171
DHB_45	 pop_8 	SSOSL417 	175 	175
DHB_46	 pop_8 	SSOSL417 	159 	173
DHB_47	 pop_8 	SSOSL417 	175 	197
DHB_48	 pop_8 	SSOSL417 	175 	203
DHB_49	 pop_8 	SSOSL417 	175 	207
DHB_50	 pop_8 	SSOSL417 	171 	193
DHB_51	 pop_8 	SSOSL417 	159 	193
DHB_52	 pop_8 	SSOSL417 	173 	199
DHB_53	 pop_8 	SSOSL417 	171 	173
DHB_54	 pop_8 	SSOSL417 	175 	175
DHB_55	 pop_8 	SSOSL417 	177 	203
DHB_56	 pop_8 	SSOSL417 	173 	189
DHB_57	 pop_8 	SSOSL417 	171 	175
DHB_58	 pop_8 	SSOSL417 	199 	205
DHB_59	 pop_8 	SSOSL417 	171 	175
DHB_60	 pop_8 	SSOSL417 	197 	205
DHB_61	 pop_8 	SSOSL417 	173 	175
DHB_62	 pop_8 	SSOSL417 	159 	171
DHB_63	 pop_8 	SSOSL417 	175 	205
DHB_64	 pop_8 	SSOSL417 	171 	199
DHB_65	 pop_8 	SSOSL417 	175 	193
DHB_66	 pop_8 	SSOSL417 	175 	207
DHB_67	 pop_8 	SSOSL417 	173 	193
DHB_68	 pop_8 	SSOSL417 	171 	175
DHB_69	 pop_8 	SSOSL417 	197 	205
DHB_70	 pop_8 	SSOSL417 	175 	175
DHB_71	 pop_8 	SSOSL417 	159 	193
DHB_72	 pop_8 	SSOSL417 	171 	205
DHB_73	 pop_8 	SSOSL417 	159 	173
DHB_74	 pop_8 	SSOSL417 	159 	205
DHB_75	 pop_8 	SSOSL417 	175 	205
DHB_76	 pop_8 	SSOSL417 	159 	171
DHB_77	 pop_8 	SSOSL417 	159 	193
DHB_78	 pop_8 	SSOSL417 	173 	205
FBS_1	 pop_9 	SSOSL417 	159 	205
FBS_2	 pop_9 	SSOSL417 	159 	205
FBS_3	 pop_9 	SSOSL417 	177 	205
FBS_4	 pop_9 	SSOSL417 	159 	173
FBS_5	 pop_9 	SSOSL417 	193 	205
FBS_6	 pop_9 	SSOSL417 	201 	205
FBS_7	 pop_9 	SSOSL417 	177 	211
FBS_8	 pop_9 	SSOSL417 	173 	205
FBS_9	 pop_9 	SSOSL417 	159 	177
FBS_10	 pop_9 	SSOSL417 	159 	177
FBS_11	 pop_9 	SSOSL417 	173 	205
FBS_12	 pop_9 	SSOSL417 	159 	173
FBS_13	 pop_9 	SSOSL417 	205 	205
FBS_14	 pop_9 	SSOSL417 	173 	205
FBS_15	 pop_9 	SSOSL417 	173 	205
FBS_16	 pop_9 	SSOSL417 	159 	173
FBS_17	 pop_9 	SSOSL417 	173 	205
FBS_18	 pop_9 	SSOSL417 	159 	173
FBS_19	 pop_9 	SSOSL417 	189 	205
FBS_20	 pop_9 	SSOSL417 	159 	177
FBS_21	 pop_9 	SSOSL417 	193 	205
FBS_22	 pop_9 	SSOSL417 	199 	205
FBS_23	 pop_9 	SSOSL417 	159 	205
FBS_24	 pop_9 	SSOSL417 	0 	0
FBS_25	 pop_9 	SSOSL417 	159 	205
FBS_26	 pop_9 	SSOSL417 	171 	171
FBS_27	 pop_9 	SSOSL417 	159 	159
FBS_28	 pop_9 	SSOSL417 	159 	159
FBS_29	 pop_9 	SSOSL417 	159 	173
FBS_30	 pop_9 	SSOSL417 	173 	177
FBS_31	 pop_9 	SSOSL417 	193 	205
FBS_32	 pop_9 	SSOSL417 	159 	177
FBS_33	 pop_9 	SSOSL417 	175 	195
FBS_34	 pop_9 	SSOSL417 	159 	177
FBS_35	 pop_9 	SSOSL417 	163 	175
FBS_36	 pop_9 	SSOSL417 	171 	205
FBS_37	 pop_9 	SSOSL417 	171 	173
FBS_38	 pop_9 	SSOSL417 	159 	177
FBS_39	 pop_9 	SSOSL417 	159 	205
FBS_40	 pop_9 	SSOSL417 	159 	205
FBS_41	 pop_9 	SSOSL417 	159 	205
FBS_42	 pop_9 	SSOSL417 	171 	205
FBS_43	 pop_9 	SSOSL417 	159 	205
FBS_44	 pop_9 	SSOSL417 	159 	173
FBS_45	 pop_9 	SSOSL417 	0 	0
FBS_46	 pop_9 	SSOSL417 	163 	173
FBS_47	 pop_9 	SSOSL417 	159 	177
FBS_48	 pop_9 	SSOSL417 	159 	171
FBS_49	 pop_9 	SSOSL417 	159 	175
FBS_50	 pop_9 	SSOSL417 	171 	177
FBS_51	 pop_9 	SSOSL417 	171 	177
FBS_52	 pop_9 	SSOSL417 	159 	173
FBS_53	 pop_9 	SSOSL417 	177 	205
FBS_54	 pop_9 	SSOSL417 	205 	205
FBS_55	 pop_9 	SSOSL417 	159 	177
FBS_56	 pop_9 	SSOSL417 	159 	205
FBS_57	 pop_9 	SSOSL417 	173 	177
FBS_58	 pop_9 	SSOSL417 	177 	205
FBS_59	 pop_9 	SSOSL417 	173 	173
FBS_60	 pop_9 	SSOSL417 	173 	193
FBS_61	 pop_9 	SSOSL417 	159 	205
FBS_62	 pop_9 	SSOSL417 	159 	197
FBS_63	 pop_9 	SSOSL417 	159 	159
FBS_64	 pop_9 	SSOSL417 	159 	159
FBS_65	 pop_9 	SSOSL417 	159 	171
FBS_66	 pop_9 	SSOSL417 	159 	159
FBS_67	 pop_9 	SSOSL417 	159 	173
FBS_68	 pop_9 	SSOSL417 	163 	205
FBS_69	 pop_9 	SSOSL417 	163 	205
FBS_70	 pop_9 	SSOSL417 	173 	205
FBS_71	 pop_9 	SSOSL417 	159 	173
FBS_72	 pop_9 	SSOSL417 	159 	159
FBS_73	 pop_9 	SSOSL417 	159 	205
FBS_74	 pop_9 	SSOSL417 	159 	159
GAR_1	 pop_10 	SSOSL417 	165 	165
GAR_2	 pop_10 	SSOSL417 	171 	209
GAR_3	 pop_10 	SSOSL417 	163 	173
GAR_4	 pop_10 	SSOSL417 	173 	173
GAR_5	 pop_10 	SSOSL417 	175 	175
GAR_6	 pop_10 	SSOSL417 	175 	175
GAR_7	 pop_10 	SSOSL417 	173 	193
GAR_8	 pop_10 	SSOSL417 	159 	163
GAR_9	 pop_10 	SSOSL417 	199 	207
GAR_10	 pop_10 	SSOSL417 	173 	209
GAR_11	 pop_10 	SSOSL417 	171 	171
GAR_12	 pop_10 	SSOSL417 	163 	175
GAR_13	 pop_10 	SSOSL417 	171 	209
GAR_14	 pop_10 	SSOSL417 	175 	209
GAR_15	 pop_10 	SSOSL417 	175 	209
GAR_16	 pop_10 	SSOSL417 	173 	205
GAR_17	 pop_10 	SSOSL417 	171 	171
GAR_18	 pop_10 	SSOSL417 	173 	175
GAR_19	 pop_10 	SSOSL417 	171 	205
GAR_20	 pop_10 	SSOSL417 	163 	185
GAR_21	 pop_10 	SSOSL417 	175 	175
GAR_22	 pop_10 	SSOSL417 	175 	193
GAR_23	 pop_10 	SSOSL417 	175 	193
GAR_24	 pop_10 	SSOSL417 	171 	175
GAR_25	 pop_10 	SSOSL417 	171 	175
GAR_26	 pop_10 	SSOSL417 	171 	171
GAR_27	 pop_10 	SSOSL417 	171 	175
GAR_28	 pop_10 	SSOSL417 	171 	209
GAR_29	 pop_10 	SSOSL417 	165 	175
GAR_30	 pop_10 	SSOSL417 	159 	175
GAR_31	 pop_10 	SSOSL417 	171 	175
GAR_32	 pop_10 	SSOSL417 	175 	205
GAR_33	 pop_10 	SSOSL417 	171 	207
GAR_34	 pop_10 	SSOSL417 	171 	175
GAR_35	 pop_10 	SSOSL417 	175 	175
GAR_36	 pop_10 	SSOSL417 	159 	175
GAR_37	 pop_10 	SSOSL417 	163 	175
GAR_38	 pop_10 	SSOSL417 	175 	207
GAR_39	 pop_10 	SSOSL417 	159 	209
GAR_40	 pop_10 	SSOSL417 	175 	209
GAR_41	 pop_10 	SSOSL417 	171 	175
GAR_42	 pop_10 	SSOSL417 	159 	171
GAR_43	 pop_10 	SSOSL417 	165 	207
GAR_44	 pop_10 	SSOSL417 	171 	171
GAR_45	 pop_10 	SSOSL417 	165 	175
GAR_46	 pop_10 	SSOSL417 	171 	173
GAR_47	 pop_10 	SSOSL417 	159 	171
GAR_48	 pop_10 	SSOSL417 	159 	175
GAR_49	 pop_10 	SSOSL417 	173 	175
GAR_50	 pop_10 	SSOSL417 	175 	209
GAR_51	 pop_10 	SSOSL417 	165 	175
GAR_52	 pop_10 	SSOSL417 	165 	175
GAR_53	 pop_10 	SSOSL417 	163 	175
GAR_54	 pop_10 	SSOSL417 	173 	175
GAR_55	 pop_10 	SSOSL417 	171 	175
GAR_56	 pop_10 	SSOSL417 	163 	175
GAR_57	 pop_10 	SSOSL417 	159 	185
GAR_58	 pop_10 	SSOSL417 	165 	185
GAR_59	 pop_10 	SSOSL417 	165 	173
GAR_60	 pop_10 	SSOSL417 	171 	175
GAR_61	 pop_10 	SSOSL417 	193 	209
GAR_62	 pop_10 	SSOSL417 	171 	175
GAR_63	 pop_10 	SSOSL417 	175 	209
GAR_64	 pop_10 	SSOSL417 	171 	175
GAR_65	 pop_10 	SSOSL417 	165 	175
GAR_66	 pop_10 	SSOSL417 	165 	207
GAR_67	 pop_10 	SSOSL417 	165 	175
GAR_68	 pop_10 	SSOSL417 	165 	171
GAR_69	 pop_10 	SSOSL417 	185 	207
GAR_70	 pop_10 	SSOSL417 	171 	209
GAR_71	 pop_10 	SSOSL417 	173 	173
GAR_72	 pop_10 	SSOSL417 	171 	175
GAR_73	 pop_10 	SSOSL417 	171 	209
GAR_74	 pop_10 	SSOSL417 	173 	173
GAR_75	 pop_10 	SSOSL417 	165 	175
GAR_76	 pop_10 	SSOSL417 	171 	171
GAR_77	 pop_10 	SSOSL417 	171 	173
GAR_78	 pop_10 	SSOSL417 	165 	171
GAR_79	 pop_10 	SSOSL417 	175 	175
GAR_80	 pop_10 	SSOSL417 	159 	173
GAR_81	 pop_10 	SSOSL417 	165 	209
GAR_82	 pop_10 	SSOSL417 	163 	163
GAR_83	 pop_10 	SSOSL417 	173 	175
GAR_84	 pop_10 	SSOSL417 	173 	209
GAR_85	 pop_10 	SSOSL417 	171 	209
GAR_86	 pop_10 	SSOSL417 	171 	175
GAR_87	 pop_10 	SSOSL417 	175 	209
GAR_88	 pop_10 	SSOSL417 	207 	217
GAR_89	 pop_10 	SSOSL417 	173 	175
GAR_90	 pop_10 	SSOSL417 	175 	175
GAR_91	 pop_10 	SSOSL417 	165 	173
GAR_92	 pop_10 	SSOSL417 	207 	209
GAR_93	 pop_10 	SSOSL417 	207 	209
GAR_94	 pop_10 	SSOSL417 	171 	185
GAR_95	 pop_10 	SSOSL417 	173 	193
GAR_96	 pop_10 	SSOSL417 	159 	175
GAR_97	 pop_10 	SSOSL417 	171 	207
GAR_98	 pop_10 	SSOSL417 	175 	207
GAR_99	 pop_10 	SSOSL417 	171 	175
GAR_100	 pop_10 	SSOSL417 	173 	175
GBB_1	 pop_11 	SSOSL417 	175 	205
GBB_2	 pop_11 	SSOSL417 	205 	205
GBB_3	 pop_11 	SSOSL417 	159 	159
GBB_4	 pop_11 	SSOSL417 	173 	205
GBB_5	 pop_11 	SSOSL417 	171 	173
GBB_6	 pop_11 	SSOSL417 	163 	171
GBB_7	 pop_11 	SSOSL417 	171 	205
GBB_8	 pop_11 	SSOSL417 	159 	173
GBB_9	 pop_11 	SSOSL417 	159 	171
GBB_10	 pop_11 	SSOSL417 	171 	173
GBB_11	 pop_11 	SSOSL417 	171 	175
GBB_12	 pop_11 	SSOSL417 	159 	171
GBB_13	 pop_11 	SSOSL417 	171 	171
GBB_14	 pop_11 	SSOSL417 	171 	171
GBB_15	 pop_11 	SSOSL417 	159 	171
GBB_16	 pop_11 	SSOSL417 	171 	171
GBB_17	 pop_11 	SSOSL417 	171 	171
GBB_18	 pop_11 	SSOSL417 	159 	175
GBB_19	 pop_11 	SSOSL417 	159 	205
GBB_20	 pop_11 	SSOSL417 	159 	173
GBB_21	 pop_11 	SSOSL417 	205 	205
GBB_22	 pop_11 	SSOSL417 	159 	171
GBB_23	 pop_11 	SSOSL417 	171 	171
GBB_24	 pop_11 	SSOSL417 	173 	175
GBB_25	 pop_11 	SSOSL417 	173 	175
GBB_26	 pop_11 	SSOSL417 	171 	171
GBB_27	 pop_11 	SSOSL417 	163 	171
GBB_28	 pop_11 	SSOSL417 	159 	175
GBB_29	 pop_11 	SSOSL417 	171 	171
GBB_30	 pop_11 	SSOSL417 	171 	175
GBB_31	 pop_11 	SSOSL417 	159 	205
GBB_32	 pop_11 	SSOSL417 	159 	171
GBB_33	 pop_11 	SSOSL417 	173 	175
GBB_34	 pop_11 	SSOSL417 	173 	173
GBB_35	 pop_11 	SSOSL417 	171 	205
GBB_36	 pop_11 	SSOSL417 	171 	171
GBB_37	 pop_11 	SSOSL417 	173 	189
GBB_38	 pop_11 	SSOSL417 	171 	175
GBB_39	 pop_11 	SSOSL417 	171 	189
GBB_40	 pop_11 	SSOSL417 	193 	205
GBB_41	 pop_11 	SSOSL417 	171 	173
GBB_42	 pop_11 	SSOSL417 	159 	175
GBB_43	 pop_11 	SSOSL417 	173 	175
GBB_44	 pop_11 	SSOSL417 	171 	171
GBB_45	 pop_11 	SSOSL417 	171 	205
