
QC-ANG-01
ar	6.42143651616635	8.58320929406195	8.01385081480202	12.2892573549239	11.1171517758187	11.7598144153904	7.4045642020173	5.4671424187164	7.42668449690457	9.17418029766243	9.39033682111843	5.1950866251727	0	1.9453642384106	0	6.946
size	78	89	79	78	71	84	67	88	88	88	87	88	87	76	83	82.067
obs_het	0.871794871794872	0.853932584269663	0.886075949367089	0.961538461538462	0.901408450704225	0.94047619047619	0.82089552238806	0.681818181818182	0.909090909090909	0.897727272727273	0.931034482758621	0.795454545454545	0.758620689655172	0.973684210526316	0.975903614457831	0.877
exp_het	0.80991124260355	0.878171947986365	0.874539336644768	0.941568047337278	0.92521325133902	0.934948979591837	0.840053464023168	0.661027892561983	0.844589359504132	0.895402892561983	0.900581318536134	0.758651859504132	0.678028801691109	0.939144736842105	0.953476556829729	0.856
uexp_het	0.815	0.883	0.88	0.948	0.932	0.941	0.846	0.665	0.849	0.901	0.906	0.763	0.682	0.945	0.959	0.861
fis	-0.0764079147640793	0.0276020701552616	-0.0131916452913154	-0.0212097407698351	0.0257289879931389	-0.0059117780809459	0.022805621850968	-0.0314514553623755	-0.0763703080804219	-0.0025959042399768	-0.0338150077018997	-0.0485106382978722	-0.118862042088854	-0.0367775831873904	-0.023521351906828	-0.027
hwe_glb	0.802980298029803	0.740874087408741	0.724572457245725	0.689168916891689	0.0047004700470047	0.751875187518752	0.260726072607261	0.554755475547555	0.172217221722172	0.827882788278828	0.137213721372137	0.705670567056706	0.676067606760676	0.644264426442644	0.303730373037304	0.456
hwe_hom	0.0911091109110911	NA	0.411941194119412	0.567856785678568	NA	0.304830483048305	0.572857285728573	0.441044104410441	0.0597059705970597	0.45984598459846	0.452245224522452	0.162316231623162	0.0346034603460346	0.0889088908890889	0.219121912191219	0.108
hwe_het	NA	0.235523552355236	NA	NA	0.132813281328133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1

NL-BER-4600
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.97539483068333	7.8840521876559	8.71661152234258	10.9287844762801	12.5120580174734	10.8682957926933	6.30961563920067	4.28503929966427	7.95770804743084	10.7581003053159	8.02462600155413	4.65477617003088	0	1.93277957237348	0	6.721
size	100	99	99	100	100	99	100	99	100	100	100	100	99	99	99	99.533
obs_het	0.8	0.909090909090909	0.888888888888889	0.93	0.96	0.888888888888889	0.78	0.676767676767677	0.88	0.91	0.89	0.73	0.747474747474748	0.939393939393939	0.97979797979798	0.861
exp_het	0.78665	0.875828997041118	0.890368329762269	0.9256	0.9477	0.921028466483012	0.78555	0.705846342209979	0.87425	0.91295	0.86625	0.73195	0.739516375880012	0.928068564432201	0.938985817773697	0.855
uexp_het	0.791	0.88	0.895	0.93	0.952	0.926	0.789	0.709	0.879	0.918	0.871	0.736	0.743	0.933	0.944	0.86
fis	-0.0169706985317486	-0.037977632805219	0.00166160545464966	-0.00475367329299914	-0.0129787907565686	0.0348953140578266	0.00706511361466478	0.0411968777103209	-0.00657706605662001	0.00323128320280408	-0.0274170274170276	0.00266411640139375	-0.0107615894039734	-0.0122031662269131	-0.0434640877974573	-0.005
hwe_glb	0.687068706870687	0.865886588658866	0.531253125312531	0.513851385138514	0.15021502150215	0.738573857385739	0.55965596559656	0.30953095309531	0.641564156415642	0.162616261626163	0.289428942894289	0.542054205420542	0.752675267526753	0.876887688768877	0.127012701270127	0.738
hwe_hom	NA	0.225922592259226	0.58035803580358	NA	0.357835783578358	NA	0.384438443844384	NA	0.48034803480348	NA	0.108310831083108	0.517951795179518	0.200720072007201	0.391739173917392	0.0358035803580358	0.623
hwe_het	0.188418841884188	NA	NA	0.159315931593159	NA	0.0167016701670167	NA	0.124612461246125	NA	0.246024602460246	NA	NA	NA	NA	NA	0.848

NL-BIG-4100
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.91209248798528	8.23982067867944	10.0705667559063	11.5341507278497	12.2353907519711	12.5507165396285	5.95644570233699	5.50766208338713	8.78000594667709	10.2033583097727	9.0659869512959	4.23045428076792	0	1.94914269107817	0	7.082
size	94	94	93	94	94	94	94	94	93	94	94	94	94	93	93	93.733
obs_het	0.797872340425532	0.904255319148936	0.881720430107527	0.914893617021277	0.946808510638298	0.957446808510638	0.74468085106383	0.765957446808511	0.956989247311828	0.936170212765957	0.904255319148936	0.648936170212766	0.712765957446808	0.956989247311828	0.903225806451613	0.862
exp_het	0.791025350837483	0.876244907197827	0.912706671291479	0.936849253055681	0.944092349479402	0.94720461747397	0.779085559076505	0.761090991398823	0.886287432073072	0.913365776369398	0.881167949298325	0.637618832050702	0.775294250792214	0.944039773384206	0.939877442478899	0.862
uexp_het	0.795	0.881	0.918	0.942	0.949	0.952	0.783	0.765	0.891	0.918	0.886	0.641	0.779	0.949	0.945	0.866
fis	-0.00865584090421345	-0.0319664191152729	0.0339498353179631	0.0234356124667795	-0.0028770079117717	-0.0108130712706853	0.0441603718768158	-0.00639405204460974	-0.0797730089361426	-0.0249674741341923	-0.0262008733624455	-0.0177493787717429	0.0806510473688052	-0.0137170851194122	0.0389961864928036	0
hwe_glb	0.790979097909791	0.360636063606361	0.661466146614662	0.134313431343134	0.778277827782778	0.422542254225423	0.0605060506050605	0.601160116011601	0.34023402340234	0.404640464046405	0.131513151315132	0.143714371437144	0.722372237223722	0.84978497849785	0.737973797379738	0.482
hwe_hom	0.202020202020202	0.3003300330033	NA	NA	0.358235823582358	0.30993099309931	NA	0.454645464546455	0.0387038703870387	0.232523252325233	NA	NA	NA	0.316231623162316	NA	0.803
hwe_het	NA	NA	0.0061006100610061	0.162216221622162	NA	NA	0.198219821982198	NA	NA	NA	0.260826082608261	0.236723672367237	0.121112111211121	NA	0.163516351635164	0.441

NL-BVB-3200
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.68139061792737	6.93074369725631	7.45998833587575	12.8078290093393	12.0484377537402	12.8321089650118	7.5342695192801	5.49689335019565	7.74818428745719	7.49250562907435	8.08277194075849	4.62857018462023	0	1.94582914572864	0	6.713
size	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99	99.933
obs_het	0.71	0.81	0.75	0.96	0.93	0.96	0.8	0.78	0.87	0.77	0.87	0.69	0.71	0.93	0.909090909090909	0.83
exp_het	0.63995	0.83325	0.79095	0.9515	0.94005	0.9526	0.7873	0.78705	0.85485	0.7949	0.8598	0.69335	0.7328	0.9411	0.939649015406591	0.833
uexp_het	0.643	0.837	0.795	0.956	0.945	0.957	0.791	0.791	0.859	0.799	0.864	0.697	0.736	0.946	0.944	0.837
fis	-0.109461676693491	0.0279027902790279	0.0517731841456476	-0.00893326326852328	0.0106909206957077	-0.00776821331093847	-0.0161310809094373	0.0089574995235373	-0.0177224074399018	0.0313246949301798	-0.0118632240055827	0.00483161462464854	0.031113537117904	0.011794708320051	0.0325207665997069	0.003
hwe_glb	0.348034803480348	0.821282128212821	0.166816681668167	0.91989198919892	0.109010901090109	0.283628362836284	0.371637163716372	0.581658165816582	0.492649264926493	0.723272327232723	0.569256925692569	0.212621262126213	0.611461146114611	0.858185818581858	0.393439343934393	0.69
hwe_hom	0.262626262626263	0.532253225322532	NA	0.280828082808281	NA	0.458445844584458	0.361736173617362	0.517751775177518	0.298429842984298	NA	0.496949694969497	NA	NA	NA	NA	0.989
hwe_het	NA	NA	0.110511051105111	NA	0.0707070707070707	NA	NA	NA	NA	0.195919591959196	NA	0.363936393639364	0.184518451845185	0.210921092109211	0.106810681068107	0.678

NL-CMP-3600
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	8.67303046028709	8.55238698541406	9.8506663637217	12.3443711355822	12.0974313067671	12.8343952769168	6.18148533509927	3.96298630165227	8.58222041578924	8.64735543552568	9.34358154722134	4.68096985777554	0	1.95272727272727	0	7.18
size	50	50	50	49	50	50	50	50	50	50	49	50	50	50	50	49.867
obs_het	0.88	0.86	0.94	0.979591836734694	0.92	0.98	0.82	0.54	0.98	0.9	0.897959183673469	0.66	0.74	0.9	0.94	0.863
exp_het	0.8826	0.8762	0.907	0.941274468971262	0.939	0.943	0.7674	0.5126	0.876	0.8788	0.892961266139109	0.697	0.6422	0.9432	0.9396	0.843
uexp_het	0.892	0.885	0.916	0.951	0.948	0.953	0.775	0.518	0.885	0.888	0.902	0.704	0.649	0.953	0.949	0.851
fis	0.00294584183095392	0.0184889294681579	-0.0363836824696802	-0.0407079646017698	0.020234291799787	-0.0392364793213149	-0.0685431326557207	-0.0534529847834571	-0.118721461187214	-0.0241238051888939	-0.00559701492537323	0.0530846484935438	-0.152289006540019	0.0458015267175572	-0.000425713069391209	-0.027
hwe_glb	0.949394939493949	0.150515051505151	0.855385538553855	0.78037803780378	0.286728672867287	0.707370737073707	0.726872687268727	0.784722638412715	0.176717671767177	0.332333233323332	0.60966096609661	0.192119211921192	0.0885379854238428	0.425342534253425	0.654865486548655	0.656
hwe_hom	NA	0.487948794879488	0.257525752575258	0.217021702170217	NA	0.155015501550155	0.358935893589359	0.297668429727818	0.0092009200920092	NA	0.427242724272427	NA	0.0464671053842378	NA	NA	0.339
hwe_het	0.331833183318332	NA	NA	NA	0.129012901290129	NA	NA	NA	NA	0.283228322832283	NA	0.204820482048205	NA	0.0651065106510651	0.102010201020102	0.853

NL-CNR-4700
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	4.9335886993428	7.28689581282473	8.04035626750211	11.84420448951	11.9328424777054	11.8312998978105	5.79607708509925	5.00811818736457	7.26682450671487	9.73579084631737	8.57671203626786	4.69250713856346	0	1.93592964824121	0	6.592
size	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99	99.933
obs_het	0.71	0.8	0.88	0.97	0.91	0.97	0.75	0.64	0.86	0.91	0.84	0.7	0.53	0.91	0.95959595959596	0.823
exp_het	0.65255	0.8416	0.8676	0.93645	0.93885	0.9413	0.7477	0.65175	0.85525	0.9096	0.88215	0.70795	0.56245	0.93125	0.943883277216611	0.825
uexp_het	0.656	0.846	0.872	0.941	0.944	0.946	0.751	0.655	0.86	0.914	0.887	0.712	0.565	0.936	0.949	0.829
fis	-0.0880392307102904	0.0494296577946768	-0.0142923005993545	-0.035826792674462	0.0307290834531607	-0.030489748220546	-0.00307610004012293	0.0180283851169926	-0.00555393159894768	-0.000439753737906834	0.0477809896276143	0.0112296066106363	0.0576940172459773	0.0228187919463088	-0.0166468489892984	0.003
hwe_glb	0.615761576157616	0.16011601160116	0.832483248324832	0.941994199419942	0.878387838783878	0.192519251925193	0.596559655965597	0.96989698969897	0.394739473947395	0.91029102910291	0.577957795779578	0.565756575657566	0.253225322532253	0.627262726272627	0.353235323532353	0.921
hwe_hom	0.0722072207220722	NA	0.375337533753375	0.180618061806181	NA	0.17021702170217	0.271727172717272	NA	0.365736573657366	0.583258325832583	NA	0.526152615261526	NA	NA	0.563556355635564	0.843
hwe_het	NA	0.0929092909290929	NA	NA	0.195619561956196	NA	NA	0.0381038103810381	NA	NA	0.005000500050005	NA	0.26982698269827	0.203620362036204	NA	0.418

NL-COD-1800
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.88419338890256	8.46518462460922	8.90878171642857	11.837298899504	11.1892723599911	12.5298297111916	7.15261125119458	5.63924038455218	8.94853794750949	9.9549711156099	8.54862977440337	5.31401586764866	0	1.94269107817495	0	7.154
size	97	96	98	97	98	96	94	95	98	95	98	96	96	93	92	95.933
obs_het	0.865979381443299	0.854166666666667	0.86734693877551	0.896907216494845	0.918367346938776	0.916666666666667	0.819148936170213	0.736842105263158	0.836734693877551	0.905263157894737	0.836734693877551	0.760416666666667	0.760416666666667	0.903225806451613	0.956521739130435	0.856
exp_het	0.809756616005952	0.874674479166667	0.888431903373594	0.937666064406419	0.932111620158267	0.947102864583333	0.824298325033952	0.717396121883656	0.885047896709704	0.912243767313019	0.881976259891712	0.752983940972222	0.765082465277778	0.937622846571858	0.950200850661626	0.868
uexp_het	0.814	0.879	0.893	0.943	0.937	0.952	0.829	0.721	0.89	0.917	0.886	0.757	0.769	0.943	0.955	0.872
fis	-0.0694316839480247	0.0234462225530331	0.0237327864049224	0.0434684046472088	0.0147453083109919	0.0321361058601135	0.00624699663623252	-0.027106340257935	0.0545882352941176	0.00765213166524958	0.0512956732188182	-0.00987102817205843	0.00609842575521213	0.036685369011653	-0.00665216039788619	0.012
hwe_glb	0.76957695769577	0.435343534353435	0.167816781678168	0.104310431043104	0.0135013501350135	0.327532753275328	0.461246124612461	0.896689668966897	0.708770877087709	0.937693769376938	0.524452445244525	0.0878087808780878	0.758575857585759	0.380638063806381	0.852985298529853	0.337
hwe_hom	0.017001700170017	NA	NA	NA	NA	NA	0.184918491849185	0.507950795079508	NA	0.512751275127513	NA	0.353735373537354	NA	NA	0.562456245624562	0.967
hwe_het	NA	0.122412241224122	0.316731673167317	0.051005100510051	0.219221922192219	0.087008700870087	NA	NA	0.0493049304930493	NA	0.0847084708470847	NA	0.234923492349235	0.10951095109511	NA	0.134

NL-DWB-3050
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.66558724415636	8.09175082312347	6.62140138983638	10.1381754944453	11.0216204282851	11.2867986746159	5.25070769733156	4.17139151623294	8.47958700682707	8.19572472372845	5.60581138553998	5.16443587507723	0	1.92343434343434	0	6.174
size	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
obs_het	0.92	0.9	0.8	0.88	0.98	0.98	0.86	0.64	0.86	0.84	0.74	0.8	0.36	0.92	0.98	0.831
exp_het	0.839	0.8714	0.835	0.9072	0.9224	0.9262	0.7672	0.654	0.883	0.8684	0.7312	0.7638	0.3082	0.9142	0.9152	0.807
uexp_het	0.847	0.88	0.843	0.916	0.932	0.936	0.775	0.661	0.892	0.877	0.739	0.772	0.311	0.923	0.924	0.815
fis	-0.0965435041716329	-0.0328207482212532	0.0419161676646705	0.0299823633156967	-0.06244579358196	-0.0580868063053335	-0.120959332638165	0.021406727828746	0.0260475651189128	0.0327038231229849	-0.0120350109409193	-0.0473946059177794	-0.168072680077871	-0.00634434478232326	-0.0708041958041958	-0.035
hwe_glb	0.671867186718672	0.501750175017502	0.729272927292729	0.127912791279128	0.4003400340034	0.474747474747475	0.0641064106410641	0.0692670312657094	0.774177417741774	0.977597759775978	0.772777277727773	0.591759175917592	0.354746608012146	0.96049604960496	0.28022802280228	0.576
hwe_hom	0.0489048904890489	0.393539353935394	NA	NA	0.0801080108010801	0.0796079607960796	0.0418041804180418	NA	NA	NA	0.298129812981298	0.28992899289929	0.15433555441711	NA	0.0625062506250625	0.136
hwe_het	NA	NA	0.084008400840084	0.266226622662266	NA	NA	NA	0.0225515170113952	0.223222322232223	0.271627162716272	NA	NA	NA	0.0658065806580658	NA	0.663

NL-ENG-5000
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.68379173801849	6.22565565628056	8.4191624439578	9.87656352696996	10.0969777881771	10.5981695036071	5.15001462884521	4.49993783671586	7.76920607268228	8.52917787878594	8.08550895216796	3.72274891227182	0	1.93683023124647	0	6.106
size	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
obs_het	0.858585858585859	0.868686868686869	0.909090909090909	0.929292929292929	0.909090909090909	0.919191919191919	0.686868686868687	0.676767676767677	0.808080808080808	0.848484848484849	0.888888888888889	0.373737373737374	0.757575757575758	0.929292929292929	0.929292929292929	0.82
exp_het	0.835271911029487	0.807264564840322	0.877053361901847	0.904703601673299	0.907917559432711	0.922865013774105	0.74640342822161	0.699418426691154	0.857106417712478	0.862667074788287	0.873023160901949	0.417100295888175	0.722885419855117	0.932098765432099	0.923273135394348	0.819
uexp_het	0.84	0.811	0.882	0.909	0.913	0.928	0.75	0.703	0.861	0.867	0.877	0.419	0.727	0.937	0.928	0.823
fis	-0.0279118060221095	-0.0760869565217392	-0.0365286179618427	-0.0271794293447614	-0.00129235264370409	0.00398009950248757	0.0797621488620053	0.0323851203501095	0.0571989762514136	0.0164399763453577	-0.0181733185297726	0.103962818003914	-0.0479887085391673	0.0030102347983143	-0.00652005746491313	0.004
hwe_glb	0.265326532653265	0.114311431143114	0.174517451745175	0.0559055905590559	0.0121012101210121	0.0112011201120112	0.447644764476448	0.185418541854185	0.0001000100010001	0.0233023302330233	0.161116111611161	0.0123641578255082	0.121912191219122	0.0072007200720072	0.0165016501650165	0
hwe_hom	0.239023902390239	NA	0.268826882688269	NA	NA	NA	NA	0.447744774477448	NA	NA	0.373737373737374	0.502334215748217	0.213421342134213	NA	0.619161916191619	0.992
hwe_het	NA	0.0736073607360736	NA	0.258325832583258	0.237223722372237	0.0191019101910191	0.033003300330033	NA	0.013001300130013	0.0099009900990099	NA	NA	NA	0.284628462846285	NA	0.031

NL-FLB-1600
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	7.38130489471892	7.15274575177251	7.08896786560505	11.6042540790541	10.897560135866	11.3521191717604	7.49055163962763	5.64759568429163	8.8389661951506	9.41166556844399	7.44347128171569	4.97574604760631	0	1.93711823734729	0	6.748
size	99	99	97	98	98	98	99	99	95	95	97	98	99	96	97	97.6
obs_het	0.828282828282828	0.818181818181818	0.845360824742268	0.979591836734694	0.918367346938776	0.918367346938776	0.878787878787879	0.808080808080808	0.863157894736842	0.905263157894737	0.845360824742268	0.816326530612245	0.707070707070707	0.96875	0.958762886597938	0.871
exp_het	0.831598816447301	0.838893990409142	0.824210861940695	0.938254893794252	0.927061640982924	0.929508538109121	0.853790429548005	0.772013059891848	0.876232686980609	0.891191135734072	0.849771495376767	0.745002082465639	0.673655749413325	0.932237413194444	0.944042937612924	0.855
uexp_het	0.836	0.843	0.828	0.943	0.932	0.934	0.858	0.776	0.881	0.896	0.854	0.749	0.677	0.937	0.949	0.86
fis	0.00398748543034166	0.0246898564826076	-0.0256608639587361	-0.0440572633448006	0.00937833436289093	0.0119861095552817	-0.0292782026768643	-0.0467190907288706	0.014921598381386	-0.0157901280616686	0.00519041961103117	-0.0957372466806428	-0.049602423324498	-0.0391666181691206	-0.0155924570785253	-0.019
hwe_glb	0.0354035403540354	0.493349334933493	0.297929792979298	0.0287028702870287	0.559455945594559	0.305830583058306	0.0562056205620562	0.391739173917392	0.735873587358736	0.0647064706470647	0.0597059705970597	0.204220422042204	0.405040504050405	0.750575057505751	0.275327532753275	0.017
hwe_hom	NA	0.581358135813581	0.431443144314431	0.0805080508050805	NA	NA	NA	0.0867086708670867	NA	0.241124112411241	0.426142614261426	0.0238023802380238	0.132713271327133	0.0676067606760676	NA	0.275
hwe_het	0.142614261426143	NA	NA	NA	0.305630563056306	0.0469046904690469	0.106910691069107	NA	0.0775077507750775	NA	NA	NA	NA	NA	0.292729272927293	0.752

NL-GAR-2400
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	7.44108042002389	7.37253078869907	8.13869892008363	11.3309067425355	10.8273550027585	10.3772919867143	7.58295061534107	4.07840679343807	7.3553218478778	8.42041895742729	8.3134235098838	4.08163445734792	0	1.92814070351759	0	6.483
size	100	100	100	100	100	100	100	100	100	100	99	100	100	100	100	99.933
obs_het	0.86	0.9	0.89	0.92	0.94	0.91	0.84	0.67	0.79	0.94	0.868686868686869	0.73	0.61	0.96	0.9	0.849
exp_het	0.84615	0.85965	0.8605	0.9309	0.92185	0.91445	0.8422	0.63955	0.8485	0.8827	0.881083562901745	0.67705	0.6083	0.9235	0.92345	0.837
uexp_het	0.85	0.864	0.865	0.936	0.926	0.919	0.846	0.643	0.853	0.887	0.886	0.68	0.611	0.928	0.928	0.841
fis	-0.0163682562193466	-0.0469377072064212	-0.0342823939570016	0.0117090987216673	-0.0196886695232412	0.00486631308436758	0.00261220612681079	-0.0476116019075912	0.0689451974071891	-0.0649144669763226	0.0140698280354351	-0.0782069271102579	-0.00279467368074959	-0.0395235517054684	0.0253939032974173	-0.015
hwe_glb	0.242124212421242	0.138713871387139	0.0348034803480348	0.158615861586159	0.565256525652565	0.51955195519552	0.526652665266527	0.956995699569957	0.0348034803480348	0.311631163116312	0.49014901490149	0.0724072407240724	0.237721932045112	0.461246124612461	0.595059505950595	0.069
hwe_hom	0.369336933693369	NA	0.307830783078308	NA	0.289328932893289	0.600860086008601	NA	0.273727372737274	NA	0.203420342034203	NA	0.193219321932193	0.340277361907347	0.0948094809480948	NA	0.782
hwe_het	NA	0.201020102010201	NA	0.0267026702670267	NA	NA	0.298429842984298	NA	0.0173017301730173	NA	0.274227422742274	NA	NA	NA	0.0729072907290729	0.528

NL-GBB-2500
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.17294692437926	6.84503855046527	8.87414261571712	10.3119228019827	10.3229529932551	11.2747728893998	5.79429058852435	5.79254502807976	6.69231663170515	7.54003624457826	7.52912725454055	5.54730197588745	0	1.94522613065327	0	6.31
size	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
obs_het	0.79	0.83	0.9	0.92	0.87	0.93	0.78	0.82	0.79	0.85	0.8	0.75	0.63	0.95	0.94	0.837
exp_het	0.80705	0.82495	0.89145	0.9124	0.91755	0.9289	0.7872	0.79445	0.8238	0.84385	0.84875	0.78505	0.5887	0.9405	0.93605	0.842
uexp_het	0.811	0.829	0.896	0.917	0.922	0.934	0.791	0.798	0.828	0.848	0.853	0.789	0.592	0.945	0.941	0.846
fis	0.0211263242673936	-0.00612158312625	-0.00959111559818271	-0.00832967996492773	0.0518227889488311	-0.00118419636128775	0.00914634146341464	-0.0321606142614388	0.041029376062151	-0.00728802512294835	0.0574374079528717	0.0446468377810331	-0.070154577883472	-0.0101010101010099	-0.0042198600502108	0.005
hwe_glb	0.853485348534853	0.127412741274127	0.163516351635164	0.523952395239524	0.135113511351135	0.257225722572257	0.790579057905791	0.290729072907291	0.288528852885289	0.0165016501650165	0.16021602160216	0.111611161116112	0.706270627062706	0.542054205420542	0.87028702870287	0.106
hwe_hom	NA	0.54005400540054	0.302630263026303	0.255425542554255	NA	0.240824082408241	0.452545254525453	0.20952095209521	NA	NA	NA	NA	0.116911691169117	NA	0.442344234423442	0.921
hwe_het	0.295629562956296	NA	NA	NA	0.0551055105510551	NA	NA	NA	0.187318731873187	0.297829782978298	0.245024502450245	0.345334533453345	NA	0.287828782878288	NA	0.874

NL-GRB-2200
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.6884305488129	7.74532402302877	8.69579987961835	12.8831605296417	11.3553804525605	12.4973969857234	7.78836826189685	4.38532365389615	8.16070989671119	10.1717591303149	8.68917580412526	4.7563572799104	0	1.95767888307155	0	7.052
size	100	100	88	99	99	100	100	100	100	91	97	99	100	96	89	97.2
obs_het	0.85	0.83	0.886363636363636	0.919191919191919	0.96969696969697	0.93	0.8	0.53	0.87	0.912087912087912	0.876288659793814	0.676767676767677	0.65	0.96875	0.955056179775281	0.842
exp_het	0.83015	0.85765	0.877453512396694	0.951535557596164	0.932761963064993	0.94615	0.8581	0.55055	0.88025	0.915046491969569	0.888351578276119	0.685338230792776	0.5924	0.952690972222222	0.951900012624669	0.845
uexp_het	0.834	0.862	0.882	0.956	0.937	0.951	0.862	0.553	0.885	0.92	0.893	0.689	0.595	0.958	0.957	0.849
fis	-0.023911341323857	0.0322392584387572	-0.0101545253863133	0.033990992923011	-0.0395974622620872	0.0170691750779475	0.0677077263722178	0.0373263100535829	0.0116444191990911	0.00323325635103933	0.0135789914458336	0.0125055828494863	-0.0972316002700875	-0.0168564920273349	-0.00331564986737409	0.003
hwe_glb	0.137613761376138	0.097009700970097	0.725772577257726	0.138413841384138	0.148214821482148	0.145014501450145	0.136513651365137	0.947494749474947	0.874587458745875	0.695969596959696	0.549454945494549	0.247424742474247	0.798079807980798	0.306430643064306	0.53045304530453	0.278
hwe_hom	0.105010501050105	NA	0.216621662166217	NA	0.141814181418142	0.657765776577658	NA	0.586858685868587	NA	0.579257925792579	NA	0.523852385238524	0.0893089308930893	NA	0.55975597559756	0.863
hwe_het	NA	0.317531753175318	NA	0.0981098109810981	NA	NA	0.142714271427143	NA	0.226522652265227	NA	0.261526152615262	NA	NA	0.126912691269127	NA	0.9

NL-GRR-1284
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.57294272865102	8.16187710345389	10.1564278835389	13.0000846805708	11.6641791117785	13.1289955869918	8.4554719287381	4.95591120101175	7.71776280787128	9.75790245069908	9.82606546970043	5.22849986278645	0	1.95515433896331	0	7.372
size	95	99	97	81	90	92	99	99	99	88	96	97	95	51	92	91.333
obs_het	0.842105263157895	0.888888888888889	0.917525773195876	0.962962962962963	0.933333333333333	0.945652173913043	0.909090909090909	0.828282828282828	0.848484848484849	0.909090909090909	0.895833333333333	0.639175257731959	0.726315789473684	0.92156862745098	0.91304347826087	0.872
exp_het	0.811468144044321	0.861391694725028	0.917897757466256	0.952979728699893	0.934197530864198	0.954867674858223	0.875267829813284	0.706560555045403	0.86598306295276	0.907218491735537	0.912380642361111	0.7104899564247	0.702160664819945	0.945790080738178	0.953036389413989	0.867
uexp_het	0.816	0.866	0.923	0.959	0.939	0.96	0.88	0.71	0.87	0.912	0.917	0.714	0.706	0.955	0.958	0.872
fis	-0.0377551717075169	-0.0319218241042345	0.000405256759103856	-0.0104758096761295	0.000925069380203536	0.00965107646622132	-0.0386431194264731	-0.172274368231047	0.0202061855670104	-0.00206391004198969	0.0181364095855384	0.10037397157816	-0.0344011361843144	0.025609756097561	0.041963676935474	-0.007
hwe_glb	0.518951895189519	0.529452945294529	0.587358735873587	0.064006400640064	0.17951795179518	0.454045404540454	0.910791079107911	0.0134013401340134	0.0835083508350835	0.006000600060006	0.744474447444744	0.753775377537754	0.436843684368437	0.411141114111411	0.263226322632263	0.035
hwe_hom	0.151015101510151	0.443644364436444	0.623962396239624	0.428942894289429	NA	NA	0.0889088908890889	0.0008000800080008	NA	NA	NA	NA	0.309330933093309	NA	NA	0.492
hwe_het	NA	NA	NA	NA	0.166816681668167	0.0397039703970397	NA	NA	0.281928192819282	0.338433843384338	0.144214421442144	0.22002200220022	NA	0.0702070207020702	0.0274027402740274	0.275

NL-GSB-4272
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
